AdverseSummary,Description,DevStatus,DevStatusId,Drugs,Indications,OutcomeSummary,ProtocolTitle,References,TreatmentSummary,TrialId,TrialStatus
"<AdverseEvents><para>From 32 subjects, 60 adverse events were noted, of which headache, postural light-headedness and nausea were most common. There were no significant changes in ECG, hematology or blood chemistry. Additionally, there were no changes in neurological signs, visual acuity or hepatic function [<ulink linkType=""Reference"" linkID=""840383"">840383</ulink>].</para></AdverseEvents>",null,Phase 1a Clinical,C1A,SQ-109,Mycobacterium tuberculosis infection,"<Outcomes><para><ulink linkType=""Drug"" linkID=""31010"">SQ-109</ulink> has been tested in placebo-controlled phase I pharmacokinetic studies  over the dose-range 5 to 300 mg in single dose. All doses appeared to be safe with no changes in ECG, serum chemistry or hematology values. Single oral dosing yielded a half-life of 60 h, with extensive tissue distribution, including lung and spleen achieving concentrations 100-fold the usual MICs of MDRTB. The volume of distribution is 138,000 mg/l/h [<ulink linkType=""Reference"" linkID=""840383"">840383</ulink>], [<ulink linkType=""Reference"" linkID=""790523"">790523</ulink>].</para></Outcomes>","A phase Ia, Placebo-controlled, Dose-Escalating study to test the Safety, Tolerability and Pharmacokinetics of Single dose of SQ-109 in 62 Healthy Subjects",null,null,8945,Completed
"<AdverseEvents><para>In 12 patients, 16 adverse events  were observed (8 in each group). Only one event was judged related to study drug (grade 3 cutaneous reaction in the ethambutol group) [<ulink linkType=""Reference"" linkID=""1058709"">1058709</ulink>].</para></AdverseEvents>","<ProtocolDescription><para>Participants in this study were to be randomly assigned to receive either a <ulink linkType=""Drug"" linkID=""12978"">MOX</ulink>-containing drug regimen or the standard EMB-containing drug regimen for 8 weeks.  Participants were to have study visits weekly during these 8 weeks.  After 8 weeks, participants were to discontinue <ulink linkType=""Drug"" linkID=""12978"">MOX</ulink>, EMB, and pyrazinamide (PZA) and would continue taking isoniazid (INH) and rifampin (RFP) for 4 months.  Participants would have study visits at months 4, 6, 12, and 18.  Study visits would include a medical interview, physical exam, blood and urine tests, and sputum tests for TB.</para><para>Participants were randomized to receive   either <ulink linkType=""Drug"" linkID=""12978"">moxifloxacin</ulink> (400 mg) with an ethambutol placebo (n = 85) or ethambutol (15 to 20 mg/kg) plus <ulink linkType=""Drug"" linkID=""12978"">moxifloxacin</ulink> placebo (n = 85) 5 days per week for 8 weeks [<ulink linkType=""Reference"" linkID=""1058709"">1058709</ulink>].</para></ProtocolDescription>",Phase 2 Clinical,C2,moxifloxacin,Mycobacterium tuberculosis infection,"<Outcomes><para>Results in September 2007 showed that throughout the 8 week study period,  <ulink linkType=""Drug"" linkID=""12978"">moxifloxacin</ulink>  sterilized TB cultures faster and had an 85% culture conversion rate in clinically evaluable patients, which was significantly different to a 68% conversion rate found in the ethambutol arm; <ulink linkType=""Drug"" linkID=""12978"">moxifloxacin</ulink> also reduced the median time-to-negative cultures. This study also showed that there was a lower probability of conversion in younger subjects. The drug was well tolerated and no difference was found in adverse events compared to ethambutol [<ulink linkType=""Reference"" linkID=""828439"">828439</ulink>], [<ulink linkType=""Reference"" linkID=""831506"">831506</ulink>].</para><para>Results in April 2009 showed that a total of 74 patients assigned to the <ulink linkType=""Drug"" linkID=""12978"">moxifloxacin</ulink> group and 72 in the ethambutol group were included in the modified ITT population.   At 8 weeks, in 80% of  patients in the <ulink linkType=""Drug"" linkID=""12978"">moxifloxacin</ulink> group compared with 63% of  in the ethambutol group  the culture conversion was negative   (p = 0.03) [<ulink linkType=""Reference"" linkID=""1058709"">1058709</ulink>].</para></Outcomes>",Moxifloxacin As Part of a Multi-Drug Regimen For Tuberculosis,FD-R-002135-01; NCT00082173,<Regimens><para>Participants were randomized to receive   either <ulink linkType="Drug" linkID="12978">moxifloxacin</ulink> (400 mg) with an ethambutol placebo (n = 85) or ethambutol (15 to 20 mg/kg) plus <ulink linkType="Drug" linkID="12978">moxifloxacin</ulink> placebo (n = 85) 5 days per week for 8 weeks  [<ulink linkType="Reference" linkID="1058709">1058709</ulink>].</para></Regimens>,8791,Completed
null,"<ProtocolDescription><para>The primary objective of this study was to evaluate the pharmacokinetics and tolerability of      the elevated dosages of the first-line anti-TB, as well as factors associated      with inter-individual variability in anti-TB drugs exposure in Ghanaian subjects.</para><para>A two-arm pharmacokinetic study in subjects with active TB with or without HIV coinfection      would be performed at Komfo Anokye Teaching Hospital, Kumasi, Ghana.    A complete medical history, physical examination, and nutritional status      assessment would be performed at enrolment at subsequent study visits.  Relevant data would be      collected using standardized forms.  Baseline measurements prior to initiation of anti-TB      treatment would include complete blood count (CBC), blood urea nitrogen, creatinine, liver      function tests (LFTs), as well as CD4 cell count determination and plasma HIV-1 RNA level      (if HIV co-infected).  Measurements LFTs would be repeated at week 2 of therapy or when      clinically indicated to evaluate for drug toxicity.   All study participants would follow-up      at 2 and 4 weeks and then monthly to assess adverse events and clinical response to therapy.</para><para>Anti-TB treatment would be initiated immediately upon TB diagnosis and concurrent initiation      ART would be allowed in co-infected subjects as per national and WHO guidelines.  The      standard anti-TB regimen consists of daily ingestion of isoniazid, rifampin, pyrazinamide      and ethambutol for 2 months, then rifampin and isoniazid daily for 4 months.  The new WHO      recommended doses for subjects would be prescribed.  Weight-based fixed-dose combination      tablets would be used.  Subjects would receive directly observed therapy for the anti-TB treatment      by healthcare worker at the hospital or family member at home.  Treatment outcome      (completed/cured, died, defaulted, discontinued, transferred out) would be defined according to      WHO criteria.</para><para>Pharmacokinetic sampling would be performed at 4 weeks of anti-TB therapy.  Study drugs would      be administered after at least a 2-h fast in non-breastfed subject and blood samples      obtained through intravascular catheters at times 0, 2, 4, 6, 8-h post dosing.  Actual      times of dosing and sampling would be accurately recorded.  Doses vomited &lt; 30 min after      dosing would require cancellation of PK testing and rescheduling.  The samples would be placed      immediately on ice and centrifuged within 30 min at 3000 g for 10 min at 4degC.  Plasma      would be stored at -70degC until measurement of drug concentrations.  Drug concentrations would      be determined using validated gas chromatography with mass spectrometry.</para></ProtocolDescription>",Phase Not Applicable,PNA,null,HIV infection; Mycobacterium tuberculosis infection,"<Outcomes><para>In January 2017, results were published. Median body weight-normalized CL/F values were found to be significantly higher, plasma AUC0 to 8 values were lower for rifampin, pyrazinamide, and ethambutol in subjects with coinfection versus with TB alone. Multivariate analysis demonstrated that drug-dose and HIV co-infection together influenced apparent oral clearance and AUC0 to 8 for rifampin, pyrazinamide, and ethambutol. No change was seen in isoniazid pharmacokinetics based on HIV co-infection status. HIV co-infection and lower plasma exposure of three of the four drugs were found to be associated [<ulink linkType=""Reference"" linkID=""1921378"">1921378</ulink>].</para><para>In February 2018, results were published. There was an association between the rare SLCO1B1*1b homozygous variant and rifampin pharmacokinetics [<ulink linkType=""Reference"" linkID=""2026400"">2026400</ulink>].</para></Outcomes>",Pharmacokinetics of Anti-TB Drugs in HIV/TB Co-infected Children in Ghana,NCT01687504; PK-PTBHIV01; R01HD071779,"<Regimens><para>Subjects treated with isoniazid, rifampin, pyrazinamide and ethambutol for at least 4 weeks were studied [<ulink linkType=""Reference"" linkID=""1921378"">1921378</ulink>].</para><para>Subjects received isoniazid and rifampin [<ulink linkType=""Reference"" linkID=""2026400"">2026400</ulink>].</para></Regimens>",91857,Recruiting
null,<ProtocolDescription><para>Travelers who travel from low endemic area of tuberculosis to high endemic area will be observed.</para></ProtocolDescription>,Phase Not Applicable,PNA,null,Mycobacterium tuberculosis infection,null,Incidence rate of latent tuberculosis using interferon gamma release assay among travelers to high-endemic countries for tuberculosis,TCTR20190204002,null,370093,Not yet recruiting
null,"<ProtocolDescription><para>A total of 30 Urea Breath Test (UBT)-Positive volunteers would  be enrolled. Each subject would      receive <ulink linkType=""Drug"" linkID=""31010"">SQ-109</ulink> 300 mg, po  qd for 14 consecutive days.Each subject would undergo screening evaluations within 14 days of study entry (day      1) and baseline evaluations day 14 and day 2 to day 1 (up to 14 days prior to the first      dose). On day 1 (first day of dosing), the subject would be administered study drug and      undergo the day 1 procedures. Throughout the 14 days of treatment phase of the study each      subject would be assessed daily for adverse events (AEs). Laboratory safety evaluations would      be performed on day 7, 8, 9, or 10, and on day 14, and day 21. On days 1, 4, 7, 10, 14, 21,      and 28 each subject would have a UBT. On Follow-up days 21 and 28 each subject would return to      the study unit to have safety assessments.</para><para>Outcome measures:<br/>Safety and tolerability would be evaluated by a review of physical examinations, neurological      examinations, vital signs assessments, 12-lead ECGs, routine clinical laboratory tests      (including chemistry and hematology data), and AE assessments.<br/>Efficacy outcome Measures would consist of serial UBT assessments for evidence of H pylori in the      gastrointestinal tract collected at baseline, during the 14 days of <ulink linkType=""Drug"" linkID=""31010"">SQ-109</ulink> administration,      and during the 14 day follow-up period.</para></ProtocolDescription>",Phase 2a Clinical,C2A,SQ-109,Candida albicans infection; Candida glabrata infection; Duodenal ulcer; Helicobacter pylori infection; Mycobacterium tuberculosis infection,null,Evaluation of SQ-109 Plus PPI in Urea Breath Test-Positive Volunteers,NCT01252108; SQ109-H001,null,72716,Terminated
null,"<ProtocolDescription><para>The  study will investigate the effect of anti-TB      therapy, CYP2B6 genotype and pharmacokinetically determined adherence level on virological      response in children with TB/HIV coinfection treated with EFV-based ART.</para><para>Study is divided into two  groups:<br/>Group 1: EFV-based ART: ART-naive HIV-infected children aged 3 to 14 years who initiate EFV-based ART will be included.<br/>Group 2: EFV-based ART plus anti-TB therapy: ART-naive HIV-infected children aged 3 to 14 years with TB coinfection who initiate EFV-based ART while receiving first-line anti-TB therapy will be included.</para></ProtocolDescription>",Phase Not Applicable,PNA,efavirenz,HIV infection; Mycobacterium tuberculosis infection,null,Contributing Factors for Poor HIV Treatment Response in Children With TB/HIV Coinfection,2R01HD071779; IRB201801820 TB/HIV - N; NCT03800407,null,366191,Recruiting
null,"<ProtocolDescription><para>A total of 99 HIV unexposed, BCG naive newborns will be randomized to receive either      BCG 2.5 x 105 CFU (n = 24) or MTBVAC at one of three dose levels (n = 75). Allocation will be      double-blind. Enrolment will be sequential into three cohorts of increasing MTBVAC dose (cohort      1: n = 25 MTBVAC 2.5 x 10E + 04 and n = 8 BCG; cohort 2: n = 25 MTBVAC 2.5 x 10E + 05 and n = 8 BCG;      cohort 3: n = 25 MTBVAC 2.5  x 10E + 06 and n = 8 BCG). Dose-escalation will be staggered to allow      gradual evaluation of safety; final selection of the dose for Cohort 3 will be based on all      available safety and immunogenicity data.</para><para>The study consists of four groups.<br/>Group 1: subjects will receive MTBVAC intermediate dose 2.5 x 10E + 04 CFU/0.05 ml.<br/>Group 1: subjects will receive MTBVAC high dose 2.5 x 10E + 05 CFU/0.05 ml.<br/>Group 1: subjects will receive MTBVAC highest dose 2.5 x 10E + 06 CFU/0.05 ml.<br/>Group 1: subjects will receive BCG control 2.5 x 10E + 05 CFU/0.05 ml. </para><para>Live-attenuated mycobacterium tuberculosis based on the deletion of phoP and fadD26 virulence genes. </para></ProtocolDescription>",Phase 2a Clinical,C2A,MTBVAC,Mycobacterium tuberculosis infection,null,Dose-Defining Safety and Immunogenicity Study of MTBVAC in South African Neonates,MTBVAC-03; NCT03536117,null,340636,Recruiting
null,"<ProtocolDescription><para>Participants will be randomized in to two  groups (in 3:1 ratio - vaccine : placebo) to receive      two doses of either GamTBvac or placebo:<br/>Group 1: about 135  participants who will receive the  GamTBvac vaccine in the therapeutic scheme.Introduction of GamTBvac (lyophilisate for preparation of solution for subcutaneous administration, 5.35 mg / dose) twice into a shoulder with an 8-week interval.<br/>Group 2: about 45 participants who will receive placebo in the therapeutic scheme, introduction with an interval of 8 week.<br/>Participants will be followed for 5 months after dose 1.</para></ProtocolDescription>",Phase 2 Clinical,C2,GamTBvac,Mycobacterium tuberculosis infection,null,Phase II Clinical Trial of Safety and Immunogenicity of Recombinant Subunit Tuberculosis Vaccine GamTBvac,01-GAMTBVAC-2018; NCT03878004,null,373676,Recruiting
null,"<ProtocolDescription><para>After signing a written informed consent to participate in the study, subjects will be      screened by required assessments per protocol.  The      investigator will evaluate the safety, immunogenicity, and efficacy of the investigational      product in the subjects throughout the study. The safety, immunogenicity, and efficacy of ID93+GLA-SE will be compared to      placebo, after three intramuscular (IM) injections one month apart in healthy healthcare      working subjects. The healthcare  working subjects will all have had the childhood TB vaccine called BCG, and      all of them must have a negative result for a blood test for exposure to the bacteria that      cause TB (QuantiFERON-TB Gold Plus, or 'QFT'). Study subjects will be followed for 12      months after the last injection for safety reasons. Blood will be drawn for laboratory tests      for safety, immunogenicity, and efficacy tests. </para><para>For safety assessment, subjects will be instructed to record any adverse events in the      subject diary after each vaccination. Subject's safety will be reported to the investigators      after 7 days from each vaccination (days 7, 35, 63) via site visit or a phone call. Solicited      AEs will be collected up to 7 days after the final vaccination with the investigational      product and un-solicited AEs will be collected up to 28 days after the final vaccination with      the investigational product. For long-term safety assessment of the investigational product,      serious adverse events and adverse events of special interest will be monitored up to 12      months after the final vaccination with the investigational product. For immunogenicity assessment, blood samples for immunology assays will be collected and      analyzed before and after each vaccination. For efficacy assessment, QFT-Gold Plus testing      will be performed after 3  and 14 months from the first vaccination with the      investigational product.</para><para>Eligible subjects who meet the      inclusion/exclusion criteria will be randomized in a 1:1:1 ratio to any one of the three groups:<br/>Group 1: subjects will receive 0.5 ml (2 microg ID-93 + 5 microg GLA-SE) im injection into deltoid area, q4wx3 intervals on days 0, 28, and 56.<br/>Group 2: subjects will receive 0.5 ml (10 microg ID-93 + 5 microg GLA-SE) im injection into deltoid area, q4wx3 intervals on days 0, 28, and 56.<br/>Group 3: subjects will receive 0.5 ml placebo (physiological saline) im injection into deltoid area, q4wx3 intervals on days 0, 28, and 56.</para></ProtocolDescription>",Phase 2a Clinical,C2A,"ID93 vaccine (GLA-SE adjuvant, TB), IDRI/ Quratis",Mycobacterium tuberculosis infection,null,Phase IIa Clinical Trial of ID93 + GLA-SE Vaccine in BCG-vaccinated Healthy Healthcare Workers,CT-QTP101-001; NCT03806686,null,366580,No longer recruiting
null,"<ProtocolDescription><para>Specific hypotheses to be tested in this study are:<br/>Rifampin-containing anti-TB therapy substantially reduces <ulink linkType=""Drug"" linkID=""3700"">nevirapine</ulink> Cmin and estimated           AUC 0 to 12 h in young HIV-infected children (by at least 40%).<br/>CYP2B6 extensive metabolizers have substantially lower plasma <ulink linkType=""Drug"" linkID=""3700"">nevirapine</ulink> Cmin and           estimated AUC 0 to 12 h in the presence than in the absence of rifampin-containing TB           therapy, but no significant difference in intermediate and slow metabolizers.</para><para>This is a two-arm parallel assignment pharmacokinetic study in  TB (tuberculosis)/HIV co-infected children will be      performed at the KATH.  Children aged 3 to 35 months with HIV infection with or without TB      coinfection, anti-retroviral therapy (ART)-naive, not previously exposed to <ulink linkType=""Drug"" linkID=""3700"">nevirapine</ulink> will      be enrolled.      There will be no lead-in dosing of <ulink linkType=""Drug"" linkID=""3700"">nevirapine</ulink> in the co-infected patients on rifampin.  The      dose of <ulink linkType=""Drug"" linkID=""3700"">nevirapine</ulink> in the HIV mono-infected group will be 200 mg/m2 daily x 2 weeks and then      bid afterwards.  Standard anti-TB therapy will be prescribed to the HIV/TB      co-infected patients.  Anti-TB treatment will start immediately upon diagnosis.      Anti-retroviral therapy will be started as soon as anti-TB therapy is tolerated (typically      within 2 to 8 weeks).</para><para>A complete medical history, physical examination, and staging of HIV disease will be      performed before initiation of ART and at subsequent study visits.  Relevant data will be      collected using standardized forms.  Baseline measurements prior to initiation of ART will      include complete blood count (CBC), blood urea nitrogen, creatinine, liver function tests      (LFTs), CD4 cell count determination and plasma HIV-1 RNA level.  Measurements of CD4 cell      count and plasma HIV-1 RNA will be repeated at weeks 12 and 24 after starting ART.   All      study participants will follow-up at 2 and 4 weeks, as well as monthly for assessment of      treatment side effects.  Additional tests will be done when clinically indicated to evaluate      for drug toxicity.</para><para>Pharmacokinetic testing will be performed at week 4 of ART in both arms and at 4 weeks after      anti-TB treatment is stopped while the child is receiving ART only in the HIV/TB co-infected      group.   All patients will be admitted to the hospital the night prior to complete pharmacokinetic (PK)      sampling.  Study drugs will be administered after at least a 2 h fast in non-breastfed      children.  Younger children on exclusive breast-feeding will be allowed to breast feed as      needed throughout the study.  At each sampling time, 2 ml of blood will be collected into an      EDTA tube at times 0, 2, 6 and 12 h post-dose for determination of <ulink linkType=""Drug"" linkID=""3700"">nevirapine</ulink>      concentrations.  Actual times of sampling will be recorded.  The blood samples will be      centrifuged at 3000 g for 10 min and plasma stored at -70degC until measurement of plasma      drug concentrations.  <ulink linkType=""Drug"" linkID=""3700"">Nevirapine</ulink> concentrations in plasma will be measured using  validated      gas chromatography with mass spectrometry and nonlinear mixed-effects modeling (using      NONMEM, version VI) will be used to estimate pharmacokinetic parameters (CL/F, AUC, Cmin,      Cmax), inter-individual error, and residual error.  DNA sample will stored for genotyping of      drug metabolizing enzymes and transporters. </para></ProtocolDescription>",Phase Not Applicable,PNA,nevirapine,HIV infection; Mycobacterium tuberculosis infection,null,Rifampin and Nevirapine Interactions in Young Children,NCT01699633; PK-TBHIV02; R01HD071779,null,93488,Recruiting
null,"<ProtocolDescription><para>Participants will be randomized to one of five arms containing bedaquiline, delamanid and      moxifloxacin with different doses of STZ (0, 60 mgqd, 1200 mg qd, 600 mg bid, 800 mg bid).      Study treatment duration will be three month, followed by a follow-up period of 2 weeks.<br/>A total of 75 male or female subjects, aged between 18 and 65 years with newly diagnosed,      drug sensitive, uncomplicated, smear-positive, pulmonary TB will be included and randomized      to one of five arms containing BDM with different doses of STZ:<br/>All the participants will receive the following medication for the duration of 12 weeks (with bedaquiline, delamanid and moxifloxacin as per licensed dose):<br/>Arm 1: subjects will receive 400 mg bedaquiline po, qd for the first 14 days, then 200 mg, q3w, 200 mg delamanid po in bid doses of 100 mg and 400 mg moxifloxacin po,qd.<br/>Arm 2: subjects will receive 400 mg bedaquiline po, qd for the first 14 days, then 200 mg, q3w, 200 mg delamanid po in bid doses of 100 mg and 400 mg moxifloxacin po,qd, 600 mg sutezolid po, qd.<br/>Arm 3: subjects will receive 400 mg bedaquiline po, qd for the first 14 days, then 200 mg, q3w, 200 mg delamanid po in bid doses of 100 mg and 400 mg moxifloxacin po,qd, 1200 mg sutezolid po, qd.<br/>Arm 4: subjects will receive 400 mg bedaquiline po, qd for the first 14 days, then 200 mg, q3w, 200 mg delamanid po in bid doses of 100 mg and 400 mg moxifloxacin po,qd, 600 mg sutezolid po, bid.<br/>Arm 5: subjects will receive 400 mg bedaquiline po, qd for the first 14 days, then 200 mg, q3w, 200 mg delamanid po in bid doses of 100 mg and 400 mg moxifloxacin po,qd, 800 mg sutezolid po, bid, 2 mg <ulink linkType=""Drug"" linkID=""44303"">midazolam</ulink> po, qd on day-1 and 14.</para></ProtocolDescription>",Phase 2b Clinical,C2B,bedaquiline; delamanid; midazolam hydrochloride; moxifloxacin; sutezolid,Mycobacterium tuberculosis infection,null,PanACEA Sutezolid Dose-finding and Combination Evaluation,NCT03959566; PANACEA-SUDOCU-01; SUDOCU,null,381674,Not yet recruiting
null,"<ProtocolDescription><para>This is 1 : 1 : 1 randomized, phase IIb, partially-blind, controlled trial. The two higher doses      (intervention arms) will be administered double-blind: patients and providers will be      aware of the duration of their regimen, but they will both remain blinded to the specific      dose (ie, 20 or 30 mg/kg/day) for those randomized to 2-months regimens. All members of the same household of a patient with newly diagnosed active pulmonary TB will      be randomized together (ie, cluster randomized). Adults and children aged >/= 10 years, who have latent TB      infection and will be recommended by their doctor to take treatment for latent TB can participate      in the study. The planned number of patients with latent TB to recruit will be about 1359 in total (or about 453      for each of the three arms). The study will take place in six sites: four in Canada (Calgary, Edmonton, Montreal and      Vancouver), one in Indonesia (Bandung) and one in Viet Nam (Ha Noi).</para><para>At the end of the study, four outcomes will be compared, two primary and two secondary.      Primary outcomes are: treatment completion, comparing how many patients in each group      completed treatment; safety, comparing how many had side effects of grade 3 to 5. The      secondary outcomes are  safety, comparing how many had side effects of grade 1 to 2;     efficacy, comparing how many developed active TB. This will be a partially double-blinded trial. Participation in control arm will be open-label while participation in the two intervention arms will be double-blinded.</para><para>Study duration:<br/>The study is anticipated to start in August 2019. As different sites may have slightly      different dates of start, the final stop date of the study maybe a few months later than the      overall study duration at each site. Duration of enrollment will be about 18 months. At each site:      primary outcome will be completed maximum 4 months from the last enrollment (or 22 months      after enrollment started at that site) and the study will be completed 26 months after the      last patients has been randomized (or 44 months after enrollment started at that site).</para><para>Patients will be randomized to be in control arm or in one of the two intervention arms:<br/>Intervention arm 1: 60 doses  of self-administered rifampin (2R20) double dose at 20 mg/kg qd for 2 months  (maximum 1200 mg/day).<br/>Intervention arm 2: 60 doses of self-administered rifampin (2R30)  triple dose at 30 mg/kg qd for 2 months (maximum 1800 mg/day).<br/>Control arm (standard dose): 120 doses of self-administered rifampin (4R10) at 10 mg/kg qd for 4 months  (maximum 600mg per day).</para><para>Study procedures:<br/>The treatment should be given at randomization; patients will be followed for duration of      treatment (ie, 2 to 4 months), and for two years after treatments will be finished.<br/>Follow-up during treatment consists of three clinic visits for patients in all arms. At each      visits, pill count and monitoring of possible side effects will be performed.<br/>Follow-up after treatment will consist of contacting patients by phone every 3 months for      two years, to check for symptoms of active TB.</para><para>The outcomes will be measured as follows:<br/>Treatment completion: will be defined as taking at least 80% of the doses in 120% of the           allowed time. The number of pills taken will be known by counting the pills dispensed           and brought back by patients at each visit during treatment.<br/>Safety (as primary outcome 2): it will be measured as grade 3 to 5 adverse events that           result in permanent discontinuation of study drug and will be considered probably or           possibly related to the study drug by an independent three-member adjudication panel blinded           to study treatment.<br/>Safety (as secondary outcome 1): it will be measured as grade 1 to 2 adverse events that           result in permanent discontinuation of study drug and will be considered probably or           possibly related to the study drug by the same panel.<br/>Efficacy: it will be measured as rates of active TB within 26 months from randomization.</para><para>Statistical analysis: there will be two planned primary analysis, comparing each of the two      intervention arms to the conventional arm: superiority of treatment completion, using a      logistic regression; non-inferiority of safety, using a Poisson regression to compare the      occurrence of the grade 3 to 5 adverse events. Investigators will use the confidence interval approach, and      compare the upper limit of the difference versus a margin of 4%.</para><para>Given that some exclusion post randomization could occur (if drug sensitivity test [DST]      results of the index case of contacts who have already been enrolled, will not be available at      the randomization but later shows resistance to rifampin), a modified intention to treat      analysis will be used - with these valid post-randomization exclusions not included in the      primary analysis. A secondary analysis will be done among patients who completed therapy per      protocol.</para><para>Other planned secondary analysis will be:<br/>Non-inferiority of completion: the maximum allowable      difference will be 5%, with one-sided significance level.<br/>Non-inferiority of grade 1 to 2      adverse events (in the same way as grade 3 to 5 adverse events done for primary analysis).<br/>Comparison of incidence of active TB per 100 patient-years of follow-up, in the 26 months      post-randomization. All analysis will include adjustment for clustering by household. In      stratified analysis, results will be presented by indication for LTBI treatment. Sensitivity      analysis will be conducted where by analysis will be stratified by study centre and by country.</para><para>There will be at least two interim analysis of study regimen completion and of grade 3 to 5      adverse events. The first analysis will be conducted after the first 150 patients have      completed therapy, the second after 450 patients have completed therapy or sooner if      there will be concerns about excess toxicity with either high-dose arm. The Data and Safety      Monitoring Board (DSMB) will be responsible to review the two planned interim analysis, as      well as any unexpected grade 4 adverse events, or deaths that could be related to study      regimens. The decision to stop enrollment in one of the intervention arm or in the while      trial, would be made by the DSMB, based on the safety reports received and the results of      interim analyses, rather than having a formal statistical stopping rule.</para></ProtocolDescription>",Phase 2b Clinical,C2B,null,Mycobacterium tuberculosis infection,null,Higher Dose Rifampin for 2 Months versus Standard Dose Rifampin for Latent TB,2R2; FND-143350-1; NCT03988933,null,384888,Not yet recruiting
null,null,Phase Not Applicable,PNA,null,HIV infection; Mycobacterium tuberculosis infection,"<Outcomes><para>In November 2017, results were published. The pyrazinamide plasma concentration versus time data was best analysed by a one-compartment model with first-order elimination, proportional residual error model and a combined additive. Pyrazinamide clearance was observed to be higher in men compared to women. Measure of HIV-associated immune activation was observed by the expression of CD38 and HLA-DR on CD8+T cells, and was inversely related to pyrazinamide clearance, with an increasing immune activation associated with reducing pyrazinamide clearance  [<ulink linkType=""Reference"" linkID=""2163009"">2163009</ulink>].</para></Outcomes>","A prospective, cohort study to evaluate the association of pyrazinamide pharmacokinetics to systemic immune activation among HIV/tuberculosis patients",null,<Regimens><para>Patients who received pyrazinamide were observed   [<ulink linkType="Reference" linkID="2163009">2163009</ulink>].</para></Regimens>,384417,Status not specified
null,"<ProtocolDescription><para>Participants will be allocated in a 1:1 ratio to receive either BCG pre-immunization or no BCG pre-immunization. Participants in the pre-immunization arm will receive BCG vaccination (0.1 ml in the deltoid region of the right upper arm) 4 weeks before receiving a panel of other, unrelated, vaccines. Participants in the non BCG pre-immunization arm will receive no BCG prior to receiving the other vaccines.  Blood, urine and stool samples will be collected from participants in order to determine the impact of the intervention on primary and secondary outcomes. Other characteristics will be determined by questionnaire and clinical examination.</para></ProtocolDescription>",Phase 1 Clinical,C1,null,Mycobacterium tuberculosis infection,null,The impact of BCG vaccination on the response to other vaccines among Ugandan adolescents,ISRCTN10482904; POPVAC C; V1,null,375703,Not yet recruiting
null,<ProtocolDescription><para>Patient will receive either intradermal Mycobacterium W Vaccine or placeco along with Category II ATT according to RNTCP guidelines.</para></ProtocolDescription>,Phase 3 Clinical,C3,cadi-05,Mycobacterium tuberculosis infection,null,Efficacy and Safety Study of Immunomodulator as an Adjunct Therapy in Pulmonary Tuberculosis (TB) Retreatment Patients,CR-01A/2003-10; NCT00265226; NI-705,null,10057,Completed
null,"<ProtocolDescription><para>This study would include two arms:<br/>Arm I:  subjects would receive intradermal  BCG vaccine via the Bioject ID Pen.<br/>Arm II: subjects would receive intradermal  BCG vaccine via needle and syringe.</para><para>The first stage will include 30 adult subjects. The Data Safety Monitoring Board (DSMB) will evaluate the reactogenicity and safety data for all 30 adults up to day 28 after vaccination. Pending a favourable safety review by the DSMB, the second stage in 66 newborn subjects will commence. Potential adult and infant subjects will be screened prior to enrolment to apply inclusion and exclusion criteria.</para><para>In each of the stages half of the study population (15 adults, 33 neonates) will receive BCG via conventional syringe and needle (standard of care administration technique), and half (15 adults, 33 neonates) will receive BCG via jet injector (investigational administration technique). A single and standard volume and dose of BCG will be administered per the package insert. Neonates will receive their BCG shortly after birth.</para><para>The occurrence of injection site reactogenicity events and systemic adverse events will be compared between study groups in both adults and neonates. In the neonate stage, BCG and M.tb specific immunogenicity will also be compared between study groups.</para><para>For the adult stage the vaccinator and participant will be unblinded to study arm allocation. For the infant stage, the vaccinator will be unblinded but the participant caregiver will be blinded. For both the adult and infant stages the follow-up team will be blinded to study arm allocation. The laboratory will be blinded to study arm allocation for the infant stage immunogenicity assays.</para><para>The trial will be conducted at the field site of the South African Tuberculosis Vaccine Initiative (SATVI) in the Cape Winelands East district of the Western Cape of South Africa. Recruitment and vaccination of neonates will take place at 1 or more of the state public healthcare antenatal clinics and birthing units in the area. Recruitment and vaccination of adults, as well as follow-up of adults and the neonates/infants will take place on the SATVI field site premises, or on the premises of the public healthcare clinic. All study procedures, including vaccination, will be performed by SATVI study staff.<br/></para></ProtocolDescription>",Phase 1 Clinical,C1,null,Mycobacterium tuberculosis infection,null,Comparative Study of Bacille Calmette Guerin (BCG) Delivery Via Disposable Syringe Jet Injector and Needle and Syringe,HS 645; NCT01742364,null,101250,Completed
null,"<ProtocolDescription><para>Patients would receive  po <ulink linkType=""Drug"" linkID=""49162"">LL-3858</ulink>  (400 mg,  qd) for 5 days on empty stomach [<ulink linkType=""Reference"" linkID=""1354218"">1354218</ulink>].</para></ProtocolDescription>",Phase 2a Clinical,C2A,LL-3858,Mycobacterium tuberculosis infection,null,A phase IIa clinical trial for a novel molecule (LL-3858) developed by Lupin Limited which has the potential of treating the Pulmonary tuberculosis patients effectively,CTRI/2009/091/000741; LRP/CTP/022/3858/II/01,null,103573,No longer recruiting
