AdverseSummary,Description,DevStatus,DevStatusId,Drugs,Indications,OutcomeSummary,ProtocolTitle,References,TreatmentSummary,TrialId,TrialStatus
null,"<ProtocolDescription><para>This study would include three arms:<br/>Arm A: subjects would receive one dose of GlaxoSmithKline (GSK) Biological's measles, mumps, rubella (MMR) vaccine, Priorix (Inv_MMR), from a minimum potency lot (Inv_MMR_Min), co-administered with Varivax (VV) and Havrix (HAV) vaccines at day 0. All US subjects would be also co-administered Prevnar 13 (PCV-13) vaccine. Approximately 6 weeks later, at day 42, subjects would be administered a dose from a separate lot of the Inv_MMR vaccine (Inv_MMR_Release), for the second dose. Inv_MMR and VV vaccines would be administered subcutaneously in the triceps region of the left and right arm, respectively. HAV and PCV-13 vaccines would be administered intramuscularly in the anterolateral region of the right and left thigh, respectively.</para><para>Arm B: subjects would receive one dose of GlaxoSmithKline (GSK) Biological's measles, mumps, rubella (MMR) vaccine, Priorix (Inv_MMR), from a mid-range or medium potency lot (Inv_MMR_Med), co-administered with Varivax (VV) and Havrix (HAV) vaccines at day 0. All US subjects would be also co-administered Prevnar 13 (PCV-13) vaccine. Approximately 6 weeks later, at day 42, subjects would be administered a dose from a separate lot of the Inv_MMR vaccine (Inv_MMR_Release), for the second dose. Inv_MMR and VV vaccines would be administered subcutaneously in the triceps region of the left and right arm, respectively. HAV and PCV-13 vaccines would be administered intramuscularly in the anterolateral region of the right and left thigh, respectively.</para><para>Arm C: subjects would receive one dose of M-M-R II (Com_MMR) vaccine (lot 1 or lot 2), co-administered with Varivax (VV) and Havrix (HAV) vaccines at day 0. All US subjects would also co-administered Prevnar 13 (PCV-13) vaccine. Approximately 6 weeks later, at day 42, subjects would be administered a dose of Com_MMR vaccine (Lot 1 or Lot 2), for the second dose. Com_MMR and VV vaccines would be administered subcutaneously in the triceps region of the left and right arm, respectively. HAV and PCV-13 vaccines are administered intramuscularly in the anterolateral region of the right and left thigh, respectively.<br/><br/></para></ProtocolDescription>",Phase 3a Clinical,C3A,Havrix; M-M-R II; Prevnar 13; Priorix; varicella-zoster vaccine (Varivax/Zostavax),Measles virus infection; Mumps virus infection; Rubella virus infection,null,Immunogenicity and Safety Study of GlaxoSmithKline (GSK) Biological's Combined Measles-mumps-rubella (MMR) Vaccine in Children in Their Second Year of Life,115649; 15049; 2011-004905-26; MMR-161; NCT01681992; NMRR-13-165-15049,null,91153,Completed
"<AdverseEvents><para>In July 2011, results were published.  The most commonly observed solicited local symptoms in   MMR-1, 2, 3, and MMRII groups were pain (24.8, 25.5, 28.0, and 24.5%), redness (16.0, 17.2, 14.5, and 17.2%), and swelling  (7.1, 9.5, 6.7, and 5.5%), respectively, during the 4-day post-vaccination period. A total of 15.2, 17.1, 14.1, and 12.6% of subjects in    MMR-1, 2, 3, and MMRII groups, respectively, had fever (rectally) during the  43-day post-vaccination period. A total of 3.2, 5.1, 2.1, and 4.0% of subjects in MMR-1, 2, 3, and MMRII groups, respectively, had vaccine-related rash. The most commonly observed solicited general symptoms in   MMR-1, 2, 3, and MMRII groups were drowsiness (33.2, 29.5, 1.1, and 1.4%), irritability (45.2, 34.5, 38.5, and 39.0%), and loss of appetite (27.9, 17.8, 19.5, and 22.4%), respectively, during the 15-day  post-vaccination period. Upper respiratory tract infection (10.2, 5.6, 9.2, and 11.7%), otitis media (7.6, 8.2, 9.5, and 7.8%), pharyngitis (3.9, 0, 3.3, and 0%), otitis media acute (3.0, 3.3, 2.6, and 0%), and viral infection (0, 2.6, 2.6, and 3.2%)  in MMR-1, 2, 3, and MMRII groups, respectively, were the medically attended adverse events  (MAEs) observed during the 43-day post-vaccination period. Upper respiratory tract infection (13.2, 7.2, 12.8, and 14.0%), teething (11.5, 11.5, 12.2, and 11.4%), otitis media (8.2, 8.2, 9.5, and 7.8%), diarrhea (8.2, 7.9, 6.3, and 6.8%), cough  (8.2, 6.9, 0, and 6.2%), rhinorrhea (0, 0, 6.9, and 0%) in MMR-1, 2, 3, and MMRII groups, respectively, were the unsolicited AEs observed during the 43-day post-vaccination period. Idiopathic thrombocytopenic purpura (in one subject in the MMR-2 group), lymphadenitis (in one subject in the MMR-3 group), febrile convulsion (in one subject in the MMRII group) were the vaccine-related  serious AEs observed in the study. Until day 180, no fatal serious adverse events (SAEs)  were observed  [<ulink linkType=""Reference"" linkID=""1210001"">1210001</ulink>], [<ulink linkType=""Reference"" linkID=""1210782"">1210782</ulink>].</para><para>In October 2011, safety results were presented. The incidence of AEs and SAEs were comparable across the four treatment groups [<ulink linkType=""Reference"" linkID=""1482972"">1482972</ulink>].</para><para>In July 2017, results were published. Overall, 33 serious adverse events (SAEs) were reported by 23 subjects. A total of two (Inguinal adenitis and idiopathic thrombocytopenic purpura)  and        one (febrile convulsion)  SAEs were deemed potentially related to Priorix and   M-M-R II, respectively [<ulink linkType=""Reference"" linkID=""2005027"">2005027</ulink>].</para></AdverseEvents>","<ProtocolDescription><para>The study would consist of four treatment arms:<br/>Arm 1: subjects between 12 and 15 months of age at the time of study vaccination would receive one dose of <ulink linkType=""Drug"" linkID=""11457"">Priorix</ulink> investigational vaccine (Lot 1) subcutaneously in the right upper arm. Subjects would concomitantly receive one dose of <ulink linkType=""Drug"" linkID=""6621"">Havrix</ulink> and <ulink linkType=""Drug"" linkID=""4144"">Prevnar</ulink> vaccines intramuscularly in the left and the right thigh, respectively, and one dose of <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> vaccine subcutaneously in the left upper arm. Subjects would have previously received three doses of <ulink linkType=""Drug"" linkID=""4144"">Prevnar</ulink> vaccine within the first year of life with the third dose administered at least 30 days prior to enrollment and vaccination with study vaccines.<br/>Arm 2: subjects between 12 and 15 months of age at the time of study vaccination would receive one dose of <ulink linkType=""Drug"" linkID=""11457"">Priorix</ulink> investigational vaccine (Lot 2) subcutaneously in the right upper arm. Subjects would concomitantly receive one dose of <ulink linkType=""Drug"" linkID=""6621"">Havrix</ulink> and <ulink linkType=""Drug"" linkID=""4144"">Prevnar</ulink> vaccines intramuscularly in the left and the right thigh, respectively, and one dose of <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> vaccine subcutaneously in the left upper arm. Subjects would have previously received three doses of <ulink linkType=""Drug"" linkID=""4144"">Prevnar</ulink> vaccine within the first year of life with the third dose administered at least 30 days prior to enrollment and vaccination with study vaccines.<br/>Arm 3: subjects between 12 and 15 months of age at the time of study vaccination would receive one dose of <ulink linkType=""Drug"" linkID=""11457"">Priorix</ulink> investigational vaccine (Lot 3) subcutaneously in the right upper arm. Subjects would concomitantly receive one dose of <ulink linkType=""Drug"" linkID=""6621"">Havrix</ulink> and <ulink linkType=""Drug"" linkID=""4144"">Prevnar</ulink> vaccines intramuscularly in the left and the right thigh, respectively, and one dose of <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> vaccine subcutaneously in the left upper arm. Subjects would have previously received three doses of <ulink linkType=""Drug"" linkID=""4144"">Prevnar</ulink> vaccine within the first year of life with the third dose administered at least 30 days prior to enrollment and vaccination with study vaccines.<br/>Arm 4: subjects between 12 and 15 months of age at the time of study vaccination would be randomly received one dose of one of three different commercially-available lot of M-M-R II vaccine subcutaneously in the right upper arm. Subjects would concomitantly receive one dose of <ulink linkType=""Drug"" linkID=""6621"">Havrix</ulink> and <ulink linkType=""Drug"" linkID=""4144"">Prevnar</ulink> vaccines intramuscularly in the left and the right thigh, respectively, and one dose of <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> vaccine subcutaneously in the left upper arm. Subjects would have previously received three doses of <ulink linkType=""Drug"" linkID=""4144"">Prevnar</ulink> vaccine within the first year of life with the third dose administered at least 30 days prior to enrollment and vaccination with study vaccines.</para></ProtocolDescription>",Phase 2 Clinical,C2,Havrix; M-M-R II; Prevnar; Priorix; varicella-zoster vaccine (Varivax/Zostavax),Measles virus infection; Mumps virus infection; Rubella virus infection,"<Outcomes><para>In July 2011, results were published.   At day 42, seroconversion rates and geometric mean concentrations (GMCs) for anti-measles antibodies in MMR-1, 2, 3, and MMRII groups were 99.2, 98.3, 98.8, and 99.6%, and 2798.7, 2878.2, 2593.1, and 2949.5 mIU/ml, respectively. At day 42, seroconversion rates and GMTs for anti-mumps antibodies in MMR-1, 2, 3, and MMRII groups were 90.7, 90.6, 89.7, and 91.1%, and 242.0, 265.0, 253.4, and 267.6 mIU/ml, respectively. At day 42, seroconversion rates (>/= 75 mIU/ml) and GMCs for anti-rubella  antibodies in MMR-1, 2, 3, and MMRII groups were 98.8, 98.7, 97.5, and 100%, and 72.2, 77.7, 68.2, and 89.4 IU/ml, respectively. At day 42, seroconversion rates (>/= 75 mIU/ml) and GMCs for anti-varicella   antibodies in MMR-1, 2, 3, and MMRII groups were 98.0, 96.6, 95.8, and 98.0%, and 245.5, 235.2, 236.0, and 255.9 mIU/ml, respectively. At day 42, seropositivity rates and GMCs for anti-HAV antibodies in MMR-1, 2, 3, and MMRII groups were 83.8, 88.4, 84.7, and 88.7%, and 33.8, 39.2, 39.4, and 42.1 mIU/ml, respectively. At day 0, proportion of subjects seronegative  for anti-measles antibodies were 100% each in MMR-1, 2, 3, and MMRII groups, respectively. At day 0, proportion of subjects seronegative  for anti-mumps antibodies were 85.7, 88.3, 86.6, and 84.2% in  MMR-1, 2, 3, and MMRII groups, respectively.  At day 0, proportion of subjects seronegative  for anti-rubella antibodies were 100, 99.6, 99.6, and 100% in  MMR-1, 2, 3, and MMRII groups, respectively.  At day 0, proportion of subjects seronegative  for anti-varicella antibodies were 99.2, 99.6, 100, and 98.8% in  MMR-1, 2, 3, and MMRII groups, respectively [<ulink linkType=""Reference"" linkID=""1210001"">1210001</ulink>], [<ulink linkType=""Reference"" linkID=""1210782"">1210782</ulink>]. Similar results were presented in October 2011 [<ulink linkType=""Reference"" linkID=""1482972"">1482972</ulink>].</para><para>In July 2017, results were published.   At >/= 1 and >/= 2 years, seropositivity for measles, and rubella  were 98.3 and 99.4, and 98.9 and 100%, respectively. However,  these seropositivity rates remained higher at  year 2 as that recorded at  day 42. At >/= 1 and >/= 2 years, seropositivity for mumps determined by ELISA) and plaque reduction neutralization (PRN) assays were 90.1 and 94.1%, and 87.5 and 91.7%, respectively. At years 1 and 2, seropositivity for mumps was persisted   [<ulink linkType=""Reference"" linkID=""2005027"">2005027</ulink>].</para></Outcomes>","Immunogenicity of GSK's MMR Vaccine (209762) versus M-M-R II, When Given With Routine Vaccines at 12 to 15 Months of Age",111870; 111870_; 2011-005860-31; 7229; MMR-157 PRI; NCT00861744,"<Regimens><para>Subjects (n = 1220) were randomized (3 : 3 : 3 : 3) to one of  four arms:<br/>Arm I (MMR-1; n = 304): subjects received single-dose of   <ulink linkType=""Drug"" linkID=""11457"">Priorix</ulink> (GSK-209762; lot 1) subcutaneously in the right upper arm + <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> subcutaneously in the left  upper arm  + <ulink linkType=""Drug"" linkID=""6621"">Havrix</ulink> and  <ulink linkType=""Drug"" linkID=""4144"">Prevnar</ulink> intramuscularly in the left and the right thigh, respectively. <br/>Arm II (MMR-2; n = 304): subjects received single-dose of <ulink linkType=""Drug"" linkID=""11457"">Priorix</ulink> (lot 2);<br/>Arm III (MMR-3; n = 304): subjects received single-dose of <ulink linkType=""Drug"" linkID=""11457"">Priorix</ulink>  (lot 3);<br/>Arm IV (MMRII; n = 308): subjects received one of the three different lot of <ulink linkType=""Drug"" linkID=""3643"">M-M-R II</ulink>  + <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> subcutaneously in the left  upper arm  + <ulink linkType=""Drug"" linkID=""6621"">Havrix</ulink> and  <ulink linkType=""Drug"" linkID=""4144"">Prevnar</ulink> intramuscularly in the left and the right thigh, respectively.<br/>Subjects were followed for two years after vaccination [<ulink linkType=""Reference"" linkID=""1210001"">1210001</ulink>], [<ulink linkType=""Reference"" linkID=""1210782"">1210782</ulink>], [<ulink linkType=""Reference"" linkID=""1482972"">1482972</ulink>], [<ulink linkType=""Reference"" linkID=""2005027"">2005027</ulink>].</para><para>Follow-up study included according-to-protocol (ATP) persistence cohort (n = 752). In this cohort, subjects  who received primary vaccination with single-dose of Priorix or M-M-R II received revaccination (n = 104) with MMR-containing vaccines  [<ulink linkType=""Reference"" linkID=""2005027"">2005027</ulink>].</para></Regimens>",79465,Completed
null,"<ProtocolDescription><para>The prevention bus will be at each school for approximately 1 week, giving all students the possibility to get information and/or vaccination if needed. Besides that, there is an intervention at the classes from 9th to 11th grade (15 years onwards) in high schools and for all apprentices in their teaching facilities. The intervention in schools will be held by doctors and nurses and will either be an educational class condition or a low-intensity information condition based on the randomization. The low-intensity information condition includes an anonymous questionnaire on sociodemographic background and knowledge regarding vaccination. Furthermore, the check of the vaccination card and a guided tour through the prevention bus will be a part of the intervention. In addition to the anonymous questionnaire and the check of the vaccination card, the educational class condition includes a 30 min class on knowledge, risk communication and enhancing self-efficacy regarding vaccination.</para></ProtocolDescription>",Phase 3 Clinical,C3,null,Bordetella pertussis infection; Clostridium tetani infection; Corynebacterium diphtheriae infection; Measles virus infection; Mumps virus infection; Poliovirus infection; Rubella virus infection,null,School-based educational and on-site vaccination among adolescents,1503/53105; ISRCTN18026662; PREV-BUS,null,321807,Recruiting
"<AdverseEvents><para>In May 2018, results were published.  MRVAC  was found to be safe [<ulink linkType=""Reference"" linkID=""2096040"">2096040</ulink>].</para></AdverseEvents>","<ProtocolDescription><para>Eligible subjects would be randomized receiving either MRVAC or MR vaccine produced by Serum Institute, India which would be used in Vietnam National expanded program on immunization in the ratio of 2 : 1. The subjects would be receiving only single-dose of vaccine at the age from 1  to 45 years. The first two subjects would be assigned to the MRVAC group (code named A) and coded A001 and A002. The third subject would be assigned to the control group (code named B) and coded as B001. Subjects arriving later would also be coded in this order until they would meet enough subjects as required.</para><para>Subjects would be randomized to the follwoing arms:<br/>Group 1 (trial group [MRVAC]):<br/>Subjects who would be of 1 to 45 years,  would be subcutaneously injected with only single-dose of MRVAC vaccine. Subjects in the trial arm would recieve measles and rubella combined vaccine (lyophilized) MRVAC produced by POLYVAC, a live attenuated measles vaccine. Each vial of ten doses of measles-rubella combined vaccine would be reconstituted with 5.5 ml of water for injection. Each single-dose of 0.5 ml would contain the following components: live, attenuated strain AIK-C measles virus  >/=   1000 PFU and live, attenuated strain Takahashi rubella virus    >/= 1000 PFU.</para><para>Group 2 (control group):<br/>Subjects who would be of 1 to 45 years,  would be subcutaneously injected only single-dose of MRVAC vaccine. Subjects in the control group would recieve measles and rubella combined vaccine produced by Serum Institute, India (lyophilized), a live attenuated measles and rubella vaccine being used in the Vietnam expanded immunization program which would be used as control.</para></ProtocolDescription>",Phase 3 Clinical,C3,MRVAC,Measles virus infection; Rubella virus infection,"<Outcomes><para>In May 2018, results were published.  MRVAC was found to be highly immunogenic. In 214/458 (47%) subjects (initially seropositive immunized with MRVAC) and 65/234 (28%) subjects (immunized with MR vaccine), a serological response of &gt; 2-fold increase against measles was reported. Ggeometric mean titer (GMT) after vaccination was 2(5.49 to 5.60) and 2(5.03 to 5.24) in treatment and control groups, respectively. Seroconversion against rubella virus after immunization with MRVAC was reported in 267/271  (98.5%) subjects initially seronegative and it was similar with control group after immunization. GMT after immunization with MRVAC (2[4.88 to 5.11]) was lower than that after immunization with control vaccine (2[5.59 to 5.80]). Because of MR vaccination, most subject aged >/= 2 years rubella antibody with no significant serological response in subjects who were  initially seronegative [<ulink linkType=""Reference"" linkID=""2096040"">2096040</ulink>].</para></Outcomes>",Clinical Trial for Measles - Rubella Combined Vaccine (MRVAC) Produced by POLYVAC (phase III),MRVAC VX.2016.01; NCT03713359,<Regimens><para>Subjects (n = 756) received MRVAC (n = 504; treatment group) and MR vaccine (n = 252; control group) [<ulink linkType="Reference" linkID="2096040">2096040</ulink>].</para></Regimens>,357452,Completed
null,null,Phase 3 Clinical,C3,JVC-001,Measles virus infection; Mumps virus infection; Rubella virus infection,null,"A phase III clinical trial of JVC-001 for the prevention of measles, mumps and rubella infection",null,null,350532,Planned
null,null,Phase Not Applicable,PNA,Infanrix HeXa; ProQuad,Bordetella pertussis infection; Clostridium tetani infection; Corynebacterium diphtheriae infection; Haemophilus influenzae infection; Hepatitis B virus infection; Measles virus infection; Mumps virus infection; Mycobacterium intracellulare infection; Poliovirus infection; Rubella virus infection; Varicella zoster virus infection,"<Outcomes><para>In October 2018, results were published. Cellulitis and injection site reaction was reported in 46 and 54%, respectively, among the 96 cases, extending beyond the nearest joint and/or lasting >/= 4 days. Among the 39 cases who were immunized in different limbs, 77, 5, and 18% of the large local reactions were located at the Infanrix-hexa site, DTaP-IPV-Hib site and ProQuad site. When compared to DTaP-IPV-Hib vaccine, large local reactions were significantly more frequent with Infanrix-hexa (OR = 5.9), whereas administration of ProQuad and Infanrix-HeXa in the same limb did not increase the risk of large local reactions [<ulink linkType=""Reference"" linkID=""2106462"">2106462</ulink>].</para></Outcomes>",A case-control study on increase in large local reactions following vaccine schedule change to include Infanrix-HeXa and ProQuad at 18 months of age,null,<Regimens><para>Subjects who received ProQuad (MMR +/- V) or Infanrix-hexa (DTaP-IPV-Hib   +/- HB vaccines). Controls were randomly selected from the provincial medicare database among children born during the same period [<ulink linkType="Reference" linkID="2106462">2106462</ulink>].<br/></para></Regimens>,364333,Status not specified
null,<ProtocolDescription><para>The study would have one arm of volunteers who will be given <ulink linkType="Drug" linkID="47279">ProQuad</ulink> manufactured with rHA.</para></ProtocolDescription>,Phase 3 Clinical,C3,ProQuad,Measles virus infection; Mumps virus infection; Pediatric varicella zoster virus infection; Rubella virus infection,null,Safety Study of ProQuad rHA in Infants,2007-002438-12; MRV01C; NCT00560755; V221-037,null,11426,Completed
null,"<ProtocolDescription><para>After enrollment, the infants      will be given one dose of primary vaccination MMR (<ulink linkType=""Drug"" linkID=""83793"">Trivivac</ulink>), <ulink linkType=""Company"" linkID=""1078819"">Sevapharma Biogenetech Ltd</ulink>.      Study vaccines will be administered sc into the anterolateral aspect of right      thigh, outer aspect of the upper arm. Subjects will be followed at approximately 6 weeks      after primary vaccination to evaluate response to primary immunization of this vaccine.      Blood sample will be collected from subjects at visit 1 (prior to immunization) and visit 2      (6 weeks 1 month after completion of this first dose of immunization). The serum samples      will be analysed for anti-measles, anti-mumps and anti-rubella antibodies. Proportion of      subjects achieving seroprotection and geometric mean titers of antibody against measles,      mumps, rubella at 6 weeks after one-dose vaccination of MMR vaccine at aged 9 to 14 months will      be evaluated. Adverse reactions will be observed on each vaccination day (up to 30 min)      and for 4 days (day 0 to 3) after each dose. Adverse reactions will also be monitored for 30      days following each vaccination. Serious adverse events will be monitored for the entire      study duration.</para></ProtocolDescription>",Phase 2/Phase 3 Clinical,C23,Trivivac,Measles virus infection; Mumps virus infection; Rubella virus infection,null,Immunogenicity and Reactogenicity of a Trivalent MMR (Trivivac) in Healthy Infants,NCT01763268; Trivivac2012,null,104131,Recruiting
"<AdverseEvents><para>Results were published in August 2008. Children showed good tolerance to both the vaccine regimens in terms of local reactions, fever &gt; 39.5degC, and vaccine-related rashes [<ulink linkType=""Reference"" linkID=""935899"">935899</ulink>]. </para></AdverseEvents>","<ProtocolDescription><para>Subejcts would receive measles, mumps, rubella and chickenpox (live vaccine). Separate injections of the licensed <ulink linkType=""Drug"" linkID=""11457"">Priorix</ulink> (MMR vaccine) and <ulink linkType=""Drug"" linkID=""9474"">Varilrix</ulink> (varicella vaccine) served as controls [<ulink linkType=""Reference"" linkID=""1480680"">1480680</ulink>].</para></ProtocolDescription>",Phase 3 Clinical,C3,Priorix; Priorix-Tetra; Varilrix,Measles virus infection; Mumps virus infection; Pediatric varicella zoster virus infection; Rubella virus infection,"<Outcomes><para>Results were published in August 2008. In the groups 1 and 2, the observed seroconversion rates for measles, mumps, rubella, and varicella antibodies 42 days post-dose 1 were 94.5, 96.1, 99.7 and 95.5% and 93.4, 93.6, 98.1 and 95.6%, respectively. The respective seroconversion rates post-dose 2 were 98.3, 99.4, 99.7 and 99.7% and 97.6, 99.5, 100 and 97.5%, respectively in the groups 1 and 2. Compared to group 2, in the group 1, the observed antimeasles and antimumps geometric mean titers (GMTs) were higher after each dose. Post-dose 2, in the group 1, the antivaricella GMT increased 21-fold. This increase was markedly higher than in the group 2 who did not receive a second dose of varicella (1903.3 and 80.3 dilution, respectively) [<ulink linkType=""Reference"" linkID=""935899"">935899</ulink>].</para></Outcomes>","Immunogenicity and Safety of a Combined Vaccine to Prevent Measles, Mumps, Rubella and Chickenpox Diseases",104389; EudraCT: 2004-005263-19; NCT00127023,"<Regimens><para>Healthy children were randomized into two groups:<br/>Group 1: treated with two doses of MMRV vaccine (<ulink linkType=""Drug"" linkID=""17141"">Priorix-Tetra</ulink>) 42 days apart (MMRV groups, n = 732).<br/>Group 2: treated with one dose of MMR vaccine (<ulink linkType=""Drug"" linkID=""11457"">Priorix</ulink>) coadministered with varicella vaccine (<ulink linkType=""Drug"" linkID=""9474"">Varilrix</ulink>) followed by a second dose of only MMR vaccine 42 days later (MMR + V group; n = 238) [<ulink linkType=""Reference"" linkID=""935899"">935899</ulink>].</para></Regimens>",11388,Completed
null,"<ProtocolDescription><para>This is an open-label safety and immunogenicity study of live attenuated Measles Vaccine (Attenuvax) and Measles-Mumps-Rubella (<ulink linkType=""Drug"" linkID=""3643"">MMR-II</ulink>) vaccine in healthy children at 6 (n = 70), 9 (n = 70), or 12 (n = 70) months of age. Attenuvax (Measles Virus Vaccine Live, Merck &amp; Co, Inc) and <ulink linkType=""Drug"" linkID=""3643"">MMR-II</ulink> (Measles-Mumps-Rubella Virus Vaccine Live, Merck &amp; Co, Inc) will be delivered as 0.5 ml per dose, administered subcutaneously. Infants vaccinated with Attenuvax at 6 or 9 months receive <ulink linkType=""Drug"" linkID=""3643"">MMR-II</ulink> at 12 months of age as recommended for follow-up vaccination.</para><para>A toatl of 210 healthy children attending the Palo Alto Medical Clinic will be recruited into one of three cohorts over a five year period. All children in cohort 1 and 2 (6 and 9 month old infants) will receive Attenuvax as part of their participation in this study followed by <ulink linkType=""Drug"" linkID=""3643"">MMR-II</ulink> at 12 months of age as part of their routine WCC and not as a study vaccine. Infants recruited into cohort 3, (12 month old infants) will receive one dose of <ulink linkType=""Drug"" linkID=""3643"">MMR-II</ulink> at 12 months. All infants in the study (cohort 1, 2 or 3) are receiving <ulink linkType=""Drug"" linkID=""3643"">MMR-II</ulink> at 12 months as part of their routine childhood vaccines. The vaccination schedules is summarized. Other immunizations as required for routine WCC will be administered simultaneously. Participation will entail two to four visits, two to three blood samples, and one to two immunizations and will end after the 9 to 18 month visit, totaling 3 to 12 months time of participation for a subject depending on cohort and if participants opt for a second follow-up blood sample.</para></ProtocolDescription>",Phase not specified,NS,M-M-R II,Measles virus infection,null,Ontogeny of Measles Immunity in Infants,DMID Protocol #05-0039; NCT00240916; SU-11142008-1344,null,11386,Recruiting
