ArmCount,Biomarkers,Condition,Controls,DevStatus,DevStatusId,Drug,DrugId,EnrollmentCount,Interventions,Patients,ProtocolAcronym,ProtocolTitle,Reference,Sponsor,TrialId,TrialStartDate,TrialStatus
1+,null,Pain,null,Phase 2 Clinical,C2,celecoxib,12135,96,celecoxib; fentanyl; pregabalin; ropivacaine,96,null,Randomized study comparing epidural anesthesia and pregabalin for perioperative pain control after thoracotomy,UMIN000026336,Teikyo University,289661,"JANUARY  , 06, 2014",Completed
3,null,Pain,null,Phase 2 Clinical,C2,celecoxib,12135,210,"Hysteroscopy; celecoxib; tramadol (Trama SR, Global Napi)",210,null,Tramadol Versus Celecoxib for Reducing Pain in Outpatient Hysteroscopy,GANY-124; NCT02071303,Cairo University,174966,"MAY      , 31, 2014",Completed
3,Adenomatous polyposis coli protein,Familial adenomatous polyposis,celecoxib,Phase not specified,NS,celecoxib,12135,40,berberine hydrochloride; berberine hydrochloride; celecoxib,40,null,Study on the Effect of Berberine Hydrochloride in the Treatment of Familial Patients with Familial Adenomatous Polyposis,2015-027; ChiCTR-IOR-15007227,Beijing Command General Hospital,243503,"NOVEMBER , 01, 2015",Recruiting
1+,Body Mass Index; Body height; Creatinine; Hematocrit; Hemoglobin; Total body mass,Bleeding,null,Phase 4 Clinical,C4,celecoxib,12135,114,Percocet; aspirin; bupivacaine; celecoxib; epinephrine; ketorolac; methylprednisolone acetate; morphine; pregabalin; ropivacaine; tranexamic Acid,114,null,Study Comparing Topical Versus Intravenous Tranexamic Acid in Anterior Total Hip Arthroplasty,4744; NCT03359525,Albany Medical College,321385,"JULY     , 01, 2017",Recruiting
2,null,Insomnia,null,Phase not specified,NS,celecoxib,12135,100,celecoxib; loxoprofen,100,null,"The Effect of NSAIDs on Sleep Quality in Chronic Low Back Pain Patients with Sleep Disorder (A Randomized, Open-label, Parallel-group, Comparison Study)",JPRN-UMIN000009333,Showa University,129669,"JANUARY  , 15, 2013",Recruiting
2,Cytokines; Hyaluronic acid ,Osteoarthritis,diclofenac sodium,Phase not specified,NS,celecoxib,12135,30,celecoxib,30,null,Effect Of COX-2 Selective Inhibitor To Synovial Fluids And Synovial Tissues Of Osteoarthritis Of The Knee,UMIN000017481,Hokkaido University Graduate School of Medicine,229379,"JANUARY  , 01, 2009",Completed
4+,Knee motion,Pain,null,Phase 2 Clinical,C2,celecoxib,12135,90,celecoxib; levobupivacaine; morphine; paracetamol; parecoxib; pregabalin; shot obturator nerve block with continuous Femoral triangle block; single shot Obturator and tibial nerve block with continuous Femoral triangle block; single shot Tibial nerve block with continuous Femoral triangle block,90,null,"The Efficacy of Tibial nerve block and Obturator nerve block combined with Continuous Femoral Triangle block after Total knee arthroplasty : A Randomized, controlled trial",TCTR20170515002,Bumrungrad Hospital,298489,"MAY      , 26, 2017",No longer recruiting
2,null,Pain,null,Phase 2 Clinical,C2,celecoxib,12135,30,celecoxib; ibuprofen,30,null,Effects of celecoxib versus ibuprofen on craving in opioid abusers during withdrawal period,IR.TUMS.REC.1395.2584; IRCT201609207202N11,Tehran University of Medical Sciences,300004,"APRIL    , 10, 2016",No longer recruiting
6,Estrogen receptor; Progesterone receptor,Breast tumor,Radiotherapy; endocrine therapy,Phase 3 Clinical,C3,celecoxib,12135,2639,Radiotherapy; celecoxib; endocrine therapy; exemestane; tamoxifen,2639,REACT,European Celecoxib Trial in Primary Breast Cancer,BIG 1- 03; C/20/01; GBG 27; ICCG C/20/01; ISRCTN48254013; NCT02429427; REACT,Imperial College London,228055,"DECEMBER , 31, 2005",Completed
2,null,null,Ibuprofen,Phase 2 Clinical,C2,celecoxib,12135,120,Celebrex,120,null,Celebrex for Pain Relief After Oral Surgery,00-D-0027; 000027; NCT00006299,National Institutes of Health,12558,"DECEMBER , 31, 1999",Completed
2,null,Musculoskeletal disease,Celebrex,Phase 0 Clinical,C0,celecoxib,12135,null,celecoxib,null,null,"Clinical Study to Evaluate Bioequivalence between Celecoxib (Test Drug) Elaborated by Productos Farmaceuticos Collins, SA de CV and Celebrex(Reference Medicine) elaborated by Pfizer, SA de CV, both formulations contain 200 mg of Celecoxib",BE-CEL-017/0618,GRUPO COLLINS,381512,null,Status not specified
2,null,Injury,Celebrex,Phase 0 Clinical,C0,celecoxib,12135,null,celecoxib,null,null,"Clinical Study to Evaluate Bioequivalence between Celecoxib (Test Drug) Elaborated by Productos Farmaceuticos Collins, SA de CV and Celebrex(Reference Medicine) elaborated by Pfizer, SA de CV, both formulations contain 200 mg of Celecoxib",BE-CEL-017/0618,GRUPO COLLINS,381512,null,Status not specified
1+,null,Bipolar disorder,null,Phase 2 Clinical,C2,celecoxib,12135,40,celecoxib; lithium; risperidone,40,null,Celecoxib versus placebo as an adjunct in the treatment of adolescents with bipolar mood disorder,IR.TUMS.REC.1394.517; IRCT2015080423478N1,Tehran University of Medical Sciences,299582,"APRIL    , 03, 2016",No longer recruiting
1+,null,Glioma,null,Phase 2 Clinical,C2,celecoxib,12135,48,celecoxib; cyclophosphamide; etoposide phosphate; thalidomide,48,null,"Thalidomide, Celecoxib, and Combination Chemotherapy in Treating Patients With Relapsed or Refractory Malignant Glioma",01-278; CDR0000257584; CELGENE-2001-P-001757/3; DFCI-01278; NCI-G02-2117; NCT00047281; P30CA006516,Dana-Farber Cancer Institute Inc,25076,"MARCH    , 31, 2004",Completed
3+,null,Osteoarthritis,diclofenac; ibuprofen; meloxicam; naproxen; nsNSAID,Phase 4 Clinical,C4,celecoxib,12135,7297,celecoxib,7297,SCOTLSSS,The Standard Care Versus Celecoxib Outcome Trial,2007-000012-90; 9.3; 9.6; NCT00447759; SCOT Trial; SCOTLSSS,University of Dundee,20660,"JUNE     , 30, 2007",Completed
3+,null,Rheumatoid arthritis,diclofenac; ibuprofen; meloxicam; naproxen; nsNSAID,Phase 4 Clinical,C4,celecoxib,12135,7297,celecoxib,7297,SCOTLSSS,The Standard Care Versus Celecoxib Outcome Trial,2007-000012-90; 9.3; 9.6; NCT00447759; SCOT Trial; SCOTLSSS,University of Dundee,20660,"JUNE     , 30, 2007",Completed
2,C-Reactive Protein,Rheumatoid arthritis,null,Phase 3 Clinical,C3,celecoxib,12135,1148,celecoxib; naproxen,1148,null,"A phase III, multicenter, double-blind, placebo-controlled, randomized comparative clinical trial to study of the efficacy and upper gastrointestinal safety of celecoxib and naproxen for the treatment of patients with rheumatoid arthritis",N49-96-02-022,Pfizer Inc,80016,"SEPTEMBER, 06, 1996",Status not specified
2,null,Breast tumor,null,Phase 3 Clinical,C3,celecoxib,12135,157,celecoxib; exemestane,157,CELAROM,Exemestane + Celecoxib versus Exemestane + Placebo in Metastatic Breast Cancer,CELAROM; CELAROM; NCT00525096,ARCAGY/ GINECO GROUP,44045,"JULY     , 31, 2003",Completed
2,null,null,Celebrex,Phase 1 Clinical,C1,celecoxib,12135,68,"celecoxib (Simcoxib), Simpex Pharma",68,null,"Open, two-stage, single-center, randomized, crossover, comparative study evaluating bioequivalence of drugs Simcoxib, capsules of 200 mg of ""Simpex Pharma Pvt. Ltd."" India and Celebrex, capsules of 200 mg, the company ""Pfizer Manufacturing Deutschland GmbH"", Germany in healthy volunteers following a single dose on an empty stomach",SIM-05_16,JSC "Coral-Med",275414,"OCTOBER  , 05, 2016",Status not specified
1,Forced expiratory volume; Prostaglandins; Tuberin; Vascular endothelial growth factor D,Lymphangioleiomyomatosis,null,Phase 1 Clinical,C1,celecoxib,12135,12,celecoxib,12,COLA,A Pilot Clinical Trial of COX-2 Inhibition in LAM and TSC,2015P000954; COLA; NCT02484664,Brigham & Women's Hospital,233507,"JANUARY  , 31, 2016",No longer recruiting
1,Forced expiratory volume; Prostaglandins; Tuberin; Vascular endothelial growth factor D,Tuberous sclerosis,null,Phase 1 Clinical,C1,celecoxib,12135,12,celecoxib,12,COLA,A Pilot Clinical Trial of COX-2 Inhibition in LAM and TSC,2015P000954; COLA; NCT02484664,Brigham & Women's Hospital,233507,"JANUARY  , 31, 2016",No longer recruiting
1,Knee motion,Osteoarthritis,null,Phase 4 Clinical,C4,celecoxib,12135,107,celecoxib,107,null,Evaluation of Post Hospital Administration of Celecoxib Following Minimally Invasive Knee Replacement Surgery,GA3190YM; NCT00474773,St. Louis Joint Replacement Institute,47956,"JUNE     , 30, 2007",Completed
2+,null,Ovary tumor,null,Phase 2 Clinical,C2,celecoxib,12135,6,celecoxib; cytophosphan; methotrexate,6,null,Maintenance Treatment for Ovarian Carcinoma in Remission by an Antiangiogenic Treatment Strategy,0082-09-EMC; NCT01175772,HaEmek Medical Center,68908,"AUGUST   , 31, 2010",Terminated
3,null,Bipolar I disorder,null,Phase 3 Clinical,C3,celecoxib,12135,240,celecoxib; celecoxib; minocycline; minocycline,240,null,Minocycline and Celecoxib as Adjunctive Treatments of Bi-polar Depression,MIN-BPD; NCT02703363,Pakistan Institute of Learning and Living,255392,"AUGUST   , 31, 2016",Recruiting
3,null,Bipolar II disorder,null,Phase 3 Clinical,C3,celecoxib,12135,240,celecoxib; celecoxib; minocycline; minocycline,240,null,Minocycline and Celecoxib as Adjunctive Treatments of Bi-polar Depression,MIN-BPD; NCT02703363,Pakistan Institute of Learning and Living,255392,"AUGUST   , 31, 2016",Recruiting
2+,Interleukin 1; Interleukin 1 (IL-1); Interleukin 6 (IL-6); Lean body mass; Muscle strength; Tumor necrosis factor-alpha (TNF-alpha),Cachexia,celecoxib; eicosapentaenoic acid,Phase not specified,NS,celecoxib,12135,21,celecoxib; eicosapentaenoic acid; essential amino acids,21,ACCeRT,"Anti-inflammatory and nutritional support, with simple exercises in lung cancer patients with weight loss",1111 – 1123 - 4962; ACCeRT; ACTRN12611000870954; ANZCTR343304,Pfizer Inc,85020,"JUNE     , 05, 2012",No longer recruiting
2,null,Osteoarthritis,celecoxib,Phase 3 Clinical,C3,celecoxib,12135,413,rofecoxib,395,COMPLETED,A Study of Two Approved Drugs in Patients With Osteoarthritis,0966-220; 2004_071; COMPLETED; NCT00092365,Merck Sharp & Dohme Corp,193325,"APRIL    , 01, 2003",Completed
2,null,Pain,celecoxib,Phase 1/Phase 2 Clinical,C12,celecoxib,12135,32,duloxetine,32,null,Short-term Efficacy of Antidepressant in Patients Underwent TKA,I84412001; NCT03110172,Dalian Municipal Central Hospital,294630,"JANUARY  , 31, 2017",No longer recruiting
2,null,Osteoarthritis,celecoxib,Phase 1/Phase 2 Clinical,C12,celecoxib,12135,32,duloxetine,32,null,Short-term Efficacy of Antidepressant in Patients Underwent TKA,I84412001; NCT03110172,Dalian Municipal Central Hospital,294630,"JANUARY  , 31, 2017",No longer recruiting
1,null,Sarcoma,null,Phase 1 Clinical,C1,celecoxib,12135,3,celecoxib,3,null,"Celecoxib and Radiation Therapy in Treating Patients With Stage II or Stage III Soft Tissue Sarcoma of the Arm, Hand, Leg, or Foot That Has Been Removed by Surgery",20030283; EPROST-20030283; NCT00450736; SCCC-2003053; WIRB-20051240,University of Miami,24296,"MARCH    , 31, 2004",Completed
1,null,Hemangiopericytoma,null,Phase 1 Clinical,C1,celecoxib,12135,3,celecoxib,3,null,"Celecoxib and Radiation Therapy in Treating Patients With Stage II or Stage III Soft Tissue Sarcoma of the Arm, Hand, Leg, or Foot That Has Been Removed by Surgery",20030283; EPROST-20030283; NCT00450736; SCCC-2003053; WIRB-20051240,University of Miami,24296,"MARCH    , 31, 2004",Completed
1,null,Angiosarcoma,null,Phase 1 Clinical,C1,celecoxib,12135,3,celecoxib,3,null,"Celecoxib and Radiation Therapy in Treating Patients With Stage II or Stage III Soft Tissue Sarcoma of the Arm, Hand, Leg, or Foot That Has Been Removed by Surgery",20030283; EPROST-20030283; NCT00450736; SCCC-2003053; WIRB-20051240,University of Miami,24296,"MARCH    , 31, 2004",Completed
1,null,Chondrosarcoma,null,Phase 1 Clinical,C1,celecoxib,12135,3,celecoxib,3,null,"Celecoxib and Radiation Therapy in Treating Patients With Stage II or Stage III Soft Tissue Sarcoma of the Arm, Hand, Leg, or Foot That Has Been Removed by Surgery",20030283; EPROST-20030283; NCT00450736; SCCC-2003053; WIRB-20051240,University of Miami,24296,"MARCH    , 31, 2004",Completed
1,null,Fibrosarcoma,null,Phase 1 Clinical,C1,celecoxib,12135,3,celecoxib,3,null,"Celecoxib and Radiation Therapy in Treating Patients With Stage II or Stage III Soft Tissue Sarcoma of the Arm, Hand, Leg, or Foot That Has Been Removed by Surgery",20030283; EPROST-20030283; NCT00450736; SCCC-2003053; WIRB-20051240,University of Miami,24296,"MARCH    , 31, 2004",Completed
1,null,Leiomyosarcoma,null,Phase 1 Clinical,C1,celecoxib,12135,3,celecoxib,3,null,"Celecoxib and Radiation Therapy in Treating Patients With Stage II or Stage III Soft Tissue Sarcoma of the Arm, Hand, Leg, or Foot That Has Been Removed by Surgery",20030283; EPROST-20030283; NCT00450736; SCCC-2003053; WIRB-20051240,University of Miami,24296,"MARCH    , 31, 2004",Completed
1,null,Liposarcoma,null,Phase 1 Clinical,C1,celecoxib,12135,3,celecoxib,3,null,"Celecoxib and Radiation Therapy in Treating Patients With Stage II or Stage III Soft Tissue Sarcoma of the Arm, Hand, Leg, or Foot That Has Been Removed by Surgery",20030283; EPROST-20030283; NCT00450736; SCCC-2003053; WIRB-20051240,University of Miami,24296,"MARCH    , 31, 2004",Completed
1,null,Histiocytoma,null,Phase 1 Clinical,C1,celecoxib,12135,3,celecoxib,3,null,"Celecoxib and Radiation Therapy in Treating Patients With Stage II or Stage III Soft Tissue Sarcoma of the Arm, Hand, Leg, or Foot That Has Been Removed by Surgery",20030283; EPROST-20030283; NCT00450736; SCCC-2003053; WIRB-20051240,University of Miami,24296,"MARCH    , 31, 2004",Completed
1,Breast cancer type 2 susceptibility protein; Cadherin-1; Cyclin-dependent kinases regulatory subunit 2; Insulin-like growth factor binding protein 6; NT-3 growth factor receptor; Neurogenic locus notch homolog protein 1; Protein C-ets-1; Serine-protein kinase ATM; Transforming growth factor beta 1; Tumor necrosis factor ligand superfamily member 10; Tyrosine-protein kinase HCK,Squamous cell carcinoma,null,Phase 1 Clinical,C1,celecoxib,12135,10,celecoxib; erlotinib,2,null,"Secondary Primary Tumor Prevention With EGFR, OSI-774, and Cyclooxygenase-2",0405-2006; 5R01CA112643; IRB00021851; NCT00400374,Emory University,47196,"AUGUST   , 31, 2007",Completed
1,Breast cancer type 2 susceptibility protein; Cadherin-1; Cyclin-dependent kinases regulatory subunit 2; Insulin-like growth factor binding protein 6; NT-3 growth factor receptor; Neurogenic locus notch homolog protein 1; Protein C-ets-1; Serine-protein kinase ATM; Transforming growth factor beta 1; Tumor necrosis factor ligand superfamily member 10; Tyrosine-protein kinase HCK,Head and neck tumor,null,Phase 1 Clinical,C1,celecoxib,12135,10,celecoxib; erlotinib,2,null,"Secondary Primary Tumor Prevention With EGFR, OSI-774, and Cyclooxygenase-2",0405-2006; 5R01CA112643; IRB00021851; NCT00400374,Emory University,47196,"AUGUST   , 31, 2007",Completed
1+,Vascular endothelial growth factors,Metastatic non small cell lung cancer,null,Phase 2 Clinical,C2,celecoxib,12135,100,celecoxib; cisplatin; vinorelbine,81,null,Celecoxib and Chemotherapy in Treating Patients With Non-Small Cell Lung Cancer,ChiCTR-TNRC-11001601; ChiCTR-TRC-11001601,Shanghai Chest Hospital,125684,"APRIL    , 01, 2010",Recruiting
2,"2,3 dinor-6-keto-PGF1alfa; 6-keto-PGF1alfa; Hematocrit; PGE2; Plasma renin; Serum C-reactive protein; Serum creatinine; blood urea nitrogen (BUN); interleukin-6; tumor necrosis factor-alfa",Congestive heart failure,null,Phase 3b Clinical,C3B,celecoxib,12135,7,celecoxib; ibuprofen,7,null,"A phase IIIb/IV, single-center, double-blind, randomized, two-period, crossover clinical trial to study the safety, tolerability and renal effects of celecoxib versus ibuprofen for the treatment of patients with mild to moderate congestive heart failure",A3191129; N49-01-02-199,Pfizer Inc,80141,"APRIL    , 10, 2002",Terminated
1+,COX-2,Esophagus tumor,null,Phase 2 Clinical,C2,celecoxib,12135,39,carboplatin; celecoxib; paclitaxel,39,null,"Celecoxib, Paclitaxel, and Carboplatin in Treating Patients With Cancer of the Esophagus",CDR0000316464; NCT00066716; NYWCCC-0902-463,Weill Medical College of Cornell University,27438,"JUNE     , 30, 2003",Completed
1+,null,Pain,null,Phase 4 Clinical,C4,celecoxib,12135,69,celecoxib; dexamethasone; dezocine; flurbiprofen axetil; levobupivacaine; sufentanil; tropisetron,69,null,The effect of preemptive analgesia on the fast-track surgery of colon carcinoma,ChiCTR-IPR-15005931,"Fourth Military Medical University PLA, Xijing Hospital of Digestive Diseases",311084,"FEBRUARY , 09, 2015",Not yet recruiting
2,null,Esophagus tumor,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Dysmenorrhea,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Keratosis,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Non-small-cell lung cancer,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Familial adenomatous polyposis,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Gout,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Alzheimers disease,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Renal cell carcinoma,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Pain,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Osteoarthritis,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Periarthritis,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Tenosynovitis,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Pancreas tumor,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Prostate tumor,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Rheumatoid arthritis,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Non-Hodgkin lymphoma,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Back pain,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Ankylosing spondylitis,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Bladder tumor,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Cachexia,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Uterine cervix tumor,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
2,null,Breast tumor,celecoxib,Phase 1 Clinical,C1,celecoxib,12135,50,"celecoxib (Aspen Labs, Mexico)",50,null,"Bioequivalence study, single-dose, randomized, balanced, open, two-treatment, two-sequences, two-period, crossover Celecoxib 200 mg capsules in healthy adult subjects under fasted conditions",AS/AB/OCT-13/0025,Aspen Labs,207504,"NOVEMBER , 14, 2014",No longer recruiting
1+,null,Hepatitis C virus infection,null,Phase not specified,NS,celecoxib,12135,60,"Pegasys; celecoxib; peginterferon alfa-2b; ribavirin; ribavirin (oral tablet, HCV), Roche",60,TOPIQS study,Effect of Pegylated Interferon and Ribavirin Therapy on the QOL in the Treatment of Chronic Hepatitis C,JPRN-UMIN000003988; TOPIQS study,"Tokai University School of Medicine, Japan",140269,"JULY     , 31, 2010",Terminated
2,CA19-9 antigen,Pancreas tumor,gemcitabine,Phase 2 Clinical,C2,celecoxib,12135,480,celecoxib; gemcitabine,480,GCRP,Gemcitabine and Celecoxib Combination Therapy in Treating Patients With R0 Resection Pancreatic Cancer,GCRP; NCT03498326; SAHZhejiangU-GCRP,Second Affiliated Hospital ZheJiang University College of Medicine,336260,"APRIL    , 02, 2018",Recruiting
1,Bones,Osteoarthritis,null,Phase 0 Clinical,C0,celecoxib,12135,9,celecoxib,9,null,The Effects of Celecoxib on Bone Ingrowth,IIR#2005-0300; NCT00585156,University of Utah,12778,"JUNE     , 30, 2008",Terminated
3,APOE-4; Apolipoprotein E,Amnesia,null,Phase 3 Clinical,C3,celecoxib,12135,135,FDG PET scan; celecoxib; magnetic resonance imaging (MRI),135,null,"Anti-Inflammatory Treatment for Age-Associated Memory Impairment: A Double-Blind, Placebo-Controlled Trial",IA0015; NCT00000185; NCT00009230; R01MH058156,University of California Los Angeles,94242,"JUNE     , 30, 2000",Completed
1+,null,Mesothelioma,null,Phase 1b Clinical,C1B,celecoxib,12135,19,aglatimagene besadenovec; celecoxib; valaciclovir,19,MpeTK01,Intrapleural AdV-tk Therapy in Patients With Malignant Pleural Effusion,MPETK01; MpeTK01; NCT01997190,Advantagene Inc,162412,"OCTOBER  , 31, 2013",No longer recruiting
1+,null,Small-cell lung cancer,null,Phase 1b Clinical,C1B,celecoxib,12135,19,aglatimagene besadenovec; celecoxib; valaciclovir,19,MpeTK01,Intrapleural AdV-tk Therapy in Patients With Malignant Pleural Effusion,MPETK01; MpeTK01; NCT01997190,Advantagene Inc,162412,"OCTOBER  , 31, 2013",No longer recruiting
1+,null,Non-small-cell lung cancer,null,Phase 1b Clinical,C1B,celecoxib,12135,19,aglatimagene besadenovec; celecoxib; valaciclovir,19,MpeTK01,Intrapleural AdV-tk Therapy in Patients With Malignant Pleural Effusion,MPETK01; MpeTK01; NCT01997190,Advantagene Inc,162412,"OCTOBER  , 31, 2013",No longer recruiting
