ArmCount,Biomarkers,Condition,Controls,DevStatus,DevStatusId,Drug,DrugId,EnrollmentCount,Interventions,Patients,ProtocolAcronym,ProtocolTitle,Reference,Sponsor,TrialId,TrialStartDate,TrialStatus
1,null,Measles virus infection,null,Phase 1 Clinical,C1,atezolizumab,72699,4,"MV-NIS (lung cancer), Vyriad; atezolizumab",4,null,Trial of Measles Virotherapy in Combination With Atezolizumab in Patients With Metastatic Non-Small Cell Lung Cancer,NCT02919449; VYR-MV1-101,Vyriad,273428,"AUGUST   , 03, 2017",Terminated
2,null,Measles virus infection,null,Phase 4 Clinical,C4,"measles vaccine (inhaled aerosol), WHO",56118,1960,"Schwarz measles vaccine; measles vaccine (inhaled aerosol), WHO",1960,null,Long-term Follow-up of Measles Antibodies,LTAB-2288/2292-Twodose1; Lægevidenskabens Fremme-2292; NCT00168571; NOVO-2288,Bandim Health Project,14946,"MARCH    , 31, 2002",Completed
2,Body temperature; Heart rate; Respiratory frequency,Measles virus infection,SIIL’s MR-Vac,Phase 2/Phase 3 Clinical,C23,MRBEV,95202,600,"measles/rubella vaccine, Biological E",600,null,A clinical trial to assess the safety and protective efficacy of Biological Es Measles-Rubella Vaccine in 9 to 12 months old Infants in India,BECT036/MRV-PII/III/CTP-02; CTRI/2016/07/007109,Biological E Ltd,266205,"JULY     , 29, 2016",No longer recruiting
2,null,Measles virus infection,"MMR vaccine, Bio-Manguinhos/Fiocruz",Phase 2/Phase 3 Clinical,C23,"MMR vaccine, Bio-Manguinhos/Fiocruz",94952,432,"double viral vaccine (measles and rubella), Bio-Manguinhos/Fiocruz",432,BIOMR,"Study to Evaluate the Immunogenicity, Reatogenicity and Safety of Double Viral Vaccine (MR) for Measles and Rubella",ASCLIN 002/2017; BIOMR; NCT03148990,Bio-Manguinhos/Fiocruz,298150,"NOVEMBER , 20, 2018",Recruiting
1+,Anti-Clostridium tetani antibodies; Anti-polyribitol phosphate antibodies; Body temperature; Immunoglobulin G,Measles virus infection,null,Phase 2 Clinical,C2,Rotarix,12813,189,Bexsero; Infanrix-DTaP-IPV-Hib; Menitorix; Prevnar 13; Priorix; Rotarix,213,Sched3,Baby Vaccine Study,2015-000817-32; NCT02482636; OVG2015/03; Sched3,"Bill & Melinda Gates Foundation, National Institute for Health Research (NIHR), University of Oxford",233238,"AUGUST   , 31, 2015",No longer recruiting
4,null,Measles virus infection,MR-Vac; Stamaril; Vitamin A,Phase not specified,NS,"malaria vaccine, GlaxoSmithKline/Malaria Vaccine Initiative",14289,700,"malaria vaccine, GlaxoSmithKline/Malaria Vaccine Initiative",700,null,"Immunogenicity and safety of GSK Biologicals malaria vaccine given at 6,7.5 and 9 months of age coadministered with measles,rubella and yellow fever vaccines",PACTR201602001483150,GlaxoSmithKline Biologicals,261663,"SEPTEMBER, 14, 2016",Not yet recruiting
2,null,Measles virus infection,MR vaccine (Serum Institute of India),Phase 3 Clinical,C3,MRVAC,113162,756,MRVAC,756,null,Clinical Trial for Measles - Rubella Combined Vaccine (MRVAC) Produced by POLYVAC (phase III),MRVAC VX.2016.01; NCT03713359,POLYVAC,357452,"APRIL    , 30, 2016",Completed
3,null,Measles virus infection,Priorix; Varilrix,Phase 3 Clinical,C3,Priorix,11457,450,Priorix; Priorix-Tetra; Priorix-Tetra,450,MMRV-053 PRI,Comparison of GSK Measles-Mumps-Rubella-Varicella (MMRV) Vaccine Versus Priorix,109995; 2011-005882-19; MMRV-053 PRI; NCT00969436,GlaxoSmithKline plc,60050,"NOVEMBER , 09, 2009",Completed
1+,Anti-Clostridium tetani antibodies; Anti-Corynebacterium diphtheriae antibodies; Anti-Hepatitis B virus antibodies; Anti-Meningitis A virus antibodies; Anti-Meningitis C virus antibodies; Anti-Meningitis Y virus antibodies; Anti-poliovirus type 1 antibodies; Anti-poliovirus type 2 antibodies; Anti-poliovirus type 3 antibodies; Anti-polyribitol phosphate antibodies; Anti-polyribosylribitol phosphate,Measles virus infection,M-M-RvaxPRO; Nimenrix; Prevnar 13; RotaTeq; V-419,Phase 3 Clinical,C3,M-M-RvaxPRO,89684,350,M-M-RvaxPRO; NeisVac-C; Nimenrix; Prevnar 13; RotaTeq; V-419,312,null,Concomitant Administration of a New Hexavalent Vaccine With a Meningococcal Serogroup C Conjugate Vaccine in Healthy Infants During Primary Series Immunization Followed by Booster Vaccination,2012-005547-24; EUCTR2012-005547-24; HXM01C; NCT01839175,"Sanofi Pasteur MSD, Sanofi SA",124248,"APRIL    , 30, 2013",Completed
1+,Polyribosylribitol phosphate,Measles virus infection,null,Phase 3 Clinical,C3,M-M-RvaxPRO,89684,284,"M-M-RvaxPRO; Men-C CRM liquid vaccine, Novartis; Menitorix; NeisVac-C; Prevnar 13; V-419",284,null,Immunogenicity and Safety of V-419 (PR-51) in Combination With MCC in Infants and Toddlers,2011-002413-11; NCT01553279; PRI01C; UKCRN ID: 11587; V419-011,MCM Vaccine BV,85664,"MARCH    , 30, 2012",Completed
1+,Anti-poliovirus type 1 antibody; Anti-poliovirus type 2 antibody; Anti-poliovirus type 3 antibody; Body temperature; Diphtheria antibody; Filamentous hemagglutinin (FHA); Fimbriae type 2; Fimbriae type 3; Limb muscle; Pertactin (PRN); Pertussis toxoid (PT); Polio antibody; Tetanus antibody,Measles virus infection,Daptacel; Daptacel + IPOL + M-M-R II + Varivax; IPOL; M-M-R II; Varivax,Phase 3 Clinical,C3,Quadracel,49241,3372,M-M-R II; Quadracel; Quadracel + M-M-R II + Varivax; Varivax,3340,null,Study of DTap-IPV Compared to Daptacel and IPOL as the Fifth Dose in Children 4 to 6 Years of Age,M5I02; NCT01346293; U1111-1116-4842,Sanofi Pasteur Inc,77052,"APRIL    , 30, 2011",Completed
2,Body temperature,Measles virus infection,null,Phase 3 Clinical,C3,ProQuad,47279,1800,ProQuad; Vaqta,1800,null,"Hepatitis A Vaccine, Inactivated and Measles, Mumps, Rubella and Varicella Virus Vaccine Live Safety Study",2006_023; NCT00326183; V251-066,Merck & Co Inc,11511,"MARCH    , 31, 2007",Completed
4,Anti varicella zoster virus antibodies; Anti-Measles antibodies; Anti-Parotitis virus antibodies; Anti-Rubella antibodies,Measles virus infection,null,Phase 3 Clinical,C3,ProQuad,47279,1620,ProQuad; ProQuad (group 1); ProQuad (group 2); ProQuad (group 3),1620,null,Comparative Study of Immunogenicity and Safety of a two-dose Regimen of ProQuad Manufactured With rHA,2007-002468-88; MRV02C; NCT00566527; V221-038,"Merck Sharp & Dohme Corp, Sanofi Pasteur MSD",11632,"NOVEMBER , 29, 2007",Completed
1,null,Measles virus infection,null,Phase 3 Clinical,C3,ProQuad,47279,1200,ProQuad,1200,null,"Study to evaluate frozen versus refrigerated MMRV (combined Measles, Mumps, Rubella, and Varicella) investigational vaccine",2004_076; NCT00092430,Merck & Co Inc,12456,"SEPTEMBER, 30, 2002",Completed
6,null,Measles virus infection,Comvax; Tripedia; Varivax,Phase 3 Clinical,C3,Comvax,10530,1913,Comvax; ProQuad; Tripedia,822,null,Frozen ProQuad Administered Concomitantly Versus Nonconcomitantly With Other Pediatric Vaccines,2009_666; NCT00984295; V221-013,Merck Sharp & Dohme Corp,60653,"JUNE     , 30, 2000",Completed
2,Anti varicella zoster virus antibodies; Anti-Measles antibodies; Anti-Parotitis virus antibodies; Anti-Rubella antibodies,Measles virus infection,Priorix-Tetra,Phase 2 Clinical,C2,Priorix-Tetra,17141,501,"208136 vaccine, new formulation",498,MEMURU-OKA-049,Immunogenicity and Safety Study of GSK Biologicals 208136 Vaccine Formulated With New Measles and Rubella Working Seeds,108760; 2011-005881-38; MEMURU-OKA-049; MEMURU-OKA-049; NCT00892775,GlaxoSmithKline plc,54026,"JUNE     , 03, 2009",Completed
3,null,Measles virus infection,Priorix; Varilrix,Phase 3 Clinical,C3,Varilrix,9474,450,Priorix; Priorix-Tetra; Priorix-Tetra,450,MMRV-053 PRI,Comparison of GSK Measles-Mumps-Rubella-Varicella (MMRV) Vaccine Versus Priorix,109995; 2011-005882-19; MMRV-053 PRI; NCT00969436,GlaxoSmithKline plc,60050,"NOVEMBER , 09, 2009",Completed
3,null,Measles virus infection,Priorix; Varilrix,Phase 3 Clinical,C3,Varilrix,9474,944,Priorix-Tetra,970,null,"Immunogenicity and Safety of a Combined Vaccine to Prevent Measles, Mumps, Rubella and Chickenpox Diseases",104389; EudraCT: 2004-005263-19; NCT00127023,GlaxoSmithKline plc,11388,"MAY      , 31, 2005",Completed
1+,Polyribosylribitol phosphate,Measles virus infection,null,Phase 3 Clinical,C3,Prevnar 13,34281,284,"M-M-RvaxPRO; Men-C CRM liquid vaccine, Novartis; Menitorix; NeisVac-C; Prevnar 13; V-419",284,null,Immunogenicity and Safety of V-419 (PR-51) in Combination With MCC in Infants and Toddlers,2011-002413-11; NCT01553279; PRI01C; UKCRN ID: 11587; V419-011,MCM Vaccine BV,85664,"MARCH    , 30, 2012",Completed
2,Anti-Measles antibodies; Anti-Parotitis virus antibodies; Anti-Rubella antibodies,Measles virus infection,"MMR (GSK-TV), GlaxoSmithKline",Phase 4 Clinical,C4,"MMR vaccine, Bio-Manguinhos/Fiocruz",94952,240,"MMR vaccine, Bio-Manguinhos/Fiocruz",240,MMR,"Comparative Study of the Immunogenicity of MMR (Measles, Mumps and Rubella) Single- Dose and Multidose Presentations",Asclin 003/2012; MMR; NCT01777529,Bio-Manguinhos/Fiocruz,106360,"OCTOBER  , 31, 2012",Completed
1+,Anti-Measles antibodies; Anti-Parotitis virus antibodies; Anti-Rubella antibodies; Body temperature,Measles virus infection,Havrix; M-M-R II; Prevnar 13; Varivax,Phase 3a Clinical,C3A,Prevnar 13,34281,4538,Havrix; Prevnar 13; Priorix; Varivax,4538,null,Immunogenicity and Safety Study of GlaxoSmithKline (GSK) Biological's Combined Measles-mumps-rubella (MMR) Vaccine in Children in Their Second Year of Life,115649; 15049; 2011-004905-26; MMR-161; NCT01681992; NMRR-13-165-15049,"GlaxoSmithKline Biologicals, GlaxoSmithKline plc",91153,"OCTOBER  , 10, 2012",Completed
3,null,Measles virus infection,Priorix; Varilrix,Phase 2 Clinical,C2,Priorix,11457,400,Priorix-Tetra; Varilrix + Priorix,400,null,"Immunogenicity, Safety of Measles-mumps-rubella-varicella Vaccine (MeMuRu-OKA) Compared to Priorix Given With Varilrix",105909; 2005-005825-75; NCT00352898,GlaxoSmithKline plc,187831,"APRIL    , 30, 2006",Completed
1+,null,Measles virus infection,null,Phase 2 Clinical,C2,Pentacel,15298,216,MenACWY-CRM; Pediacel; Prevnar; Priorix; Vaxem HIB,216,null,B Cell Response to a Primary and a Booster Course of the Novartis Meningococcal ACWY Conjugate Vaccine in Healthy Infants,2006-003476-35; NCT00488683; V59P16,Novartis AG,10223,"JULY     , 31, 2007",Completed
1,null,Measles virus infection,null,Phase 1 Clinical,C1,"live-attenuated viral vaccine (sc, measles/rubella virus infection), Indian Immunologicals",115970,55,"Measles and Rubella Vaccine (Live), HBI",55,null,A clinical trial to evaluate the safety and immunogenicity of HBI Measles and Rubella vaccine (Live) in two age groups of healthy male subjects,CTRI/2019/04/018635; HBI/MR/I/2018/001.01.00 Version 01,Indian Immunologicals Ltd,377732,"APRIL    , 17, 2019",Not yet recruiting
1+,Anti-Clostridium tetani antibodies; Anti-polyribitol phosphate antibodies; Body temperature; Immunoglobulin G,Measles virus infection,null,Phase 2 Clinical,C2,Prevnar 13,34281,189,Bexsero; Infanrix-DTaP-IPV-Hib; Menitorix; Prevnar 13; Priorix; Rotarix,213,Sched3,Baby Vaccine Study,2015-000817-32; NCT02482636; OVG2015/03; Sched3,"Bill & Melinda Gates Foundation, National Institute for Health Research (NIHR), University of Oxford",233238,"AUGUST   , 31, 2015",No longer recruiting
1,null,Measles virus infection,null,Phase 1 Clinical,C1,"double viral vaccine (measles/rubella), Bio-Manguinhos/Fiocruz",99042,30,"double viral vaccine (measles/rubella), Bio-Manguinhos/Fiocruz",30,null,Study to Evaluate Safety and Imunogenicity of Double Viral Vaccine (MR) for Measles and Rubella,ASCLIN 002/2014; NCT02196285,Bio-Manguinhos/Fiocruz,206205,"SEPTEMBER, 30, 2015",Completed
3,Anti-Chikungunya virus antibodies; Anti-Measles antibodies; Mononuclear leukocytes; T-Lymphocytes,Measles virus infection,Priorix,Phase 2 Clinical,C2,Priorix,11457,263,MV-CHIK; MV-CHIK; Priorix,263,null,Phase II Study to Evaluate Safety and Immunogenicity of a Chikungunya Vaccine,2015-004037-26; MV-CHIK-202; NCT02861586,Themis Bioscience GmbH,268409,"AUGUST   , 17, 2016",Completed
1,null,Measles virus infection,null,Phase 2 Clinical,C2,MVA-mBN85B,54328,90,MVA mBN85B,90,null,"Study to Evaluate Safety, Dose Response and Immunogenicity of the Measles Vaccine MVA mBN85B in Healthy Children Aged 6 Months to 6 Years",MEA-HFN-002; NCT00891007,Bavarian Nordic A/S,59936,"JUNE     , 30, 2009",Completed
2,Body temperature,Measles virus infection,M-M-R II,Phase 3 Clinical,C3,varicella-zoster vaccine (Varivax/Zostavax),4645,752,Varivax,752,null,Immunogenicity and Safety of Concomitant Administration of MMR rHA and VARIVAX by Intramuscular Versus Subcutaneous Route,EudraCT#2004_002586_21; NCT00432523; V205-011; X04-MMRr-301,Merck Sharp & Dohme Corp,11525,"JANUARY  , 31, 2005",Completed
6,null,Measles virus infection,Comvax; Tripedia; Varivax,Phase 3 Clinical,C3,ProQuad,47279,1913,Comvax; ProQuad; Tripedia,822,null,Frozen ProQuad Administered Concomitantly Versus Nonconcomitantly With Other Pediatric Vaccines,2009_666; NCT00984295; V221-013,Merck Sharp & Dohme Corp,60653,"JUNE     , 30, 2000",Completed
1+,Anti-poliovirus type 1 antibody; Anti-poliovirus type 2 antibody; Anti-poliovirus type 3 antibody; Body temperature; Diphtheria antibody; Filamentous hemagglutinin (FHA); Fimbriae type 2; Fimbriae type 3; Limb muscle; Pertactin (PRN); Pertussis toxoid (PT); Polio antibody; Tetanus antibody,Measles virus infection,Daptacel; Daptacel + IPOL + M-M-R II + Varivax; IPOL; M-M-R II; Varivax,Phase 3 Clinical,C3,varicella-zoster vaccine (Varivax/Zostavax),4645,3372,M-M-R II; Quadracel; Quadracel + M-M-R II + Varivax; Varivax,3340,null,Study of DTap-IPV Compared to Daptacel and IPOL as the Fifth Dose in Children 4 to 6 Years of Age,M5I02; NCT01346293; U1111-1116-4842,Sanofi Pasteur Inc,77052,"APRIL    , 30, 2011",Completed
1+,Polyribosylribitol phosphate,Measles virus infection,null,Phase 3 Clinical,C3,NeisVac-C,10774,284,"M-M-RvaxPRO; Men-C CRM liquid vaccine, Novartis; Menitorix; NeisVac-C; Prevnar 13; V-419",284,null,Immunogenicity and Safety of V-419 (PR-51) in Combination With MCC in Infants and Toddlers,2011-002413-11; NCT01553279; PRI01C; UKCRN ID: 11587; V419-011,MCM Vaccine BV,85664,"MARCH    , 30, 2012",Completed
3+,null,Measles virus infection,Havrix; M-M-R II; M-M-R II + Varivax + Havrix + Prevnar; Prevnar; Varivax,Phase 2 Clinical,C2,varicella-zoster vaccine (Varivax/Zostavax),4645,1259,Havrix; Prevnar; Priorix; Priorix (lot 2); Priorix (lot 3); Priorix + Varivax + Havrix + Prevnar; Varivax,1220,null,"Immunogenicity of GSK's MMR Vaccine (209762) versus M-M-R II, When Given With Routine Vaccines at 12 to 15 Months of Age",111870; 111870_; 2011-005860-31; 7229; MMR-157 PRI; NCT00861744,GlaxoSmithKline plc,79465,"JUNE     , 30, 2009",Completed
2+,Anti-Bordetella pertussis antibodies; Anti-Bordetella pertussis filamentous hemagglutinin adhesin antibodies; Anti-Bordetella pertussis pertactin antibodies; Anti-Clostridium tetani antibodies; Anti-Corynebacterium diphtheriae antibodies; Anti-poliovirus type 1 antibodies; Anti-poliovirus type 2 antibodies; Anti-poliovirus type 3 antibodies,Measles virus infection,"Infanrix-IPV; MMR vaccine, Merck & Co; ProQuad",Phase 3a Clinical,C3A,Kinrix,57017,4011,"Infanrix-IPV; MMR vaccine, Merck & Co; Priorix; Priorix; ProQuad",4011,MMR-158,Immunogenicity and Safety Study of GlaxoSmithKline (GSK) Biologicals' Combined Measles-mumps-rubella (MMR) Vaccine in Subjects 4 to 6 Years of Age,115158; 2011-004638-32; 209762; MMR-158; NCT01621802,GlaxoSmithKline plc,88475,"JUNE     , 21, 2012",Completed
1,null,Measles virus infection,null,Phase 2/Phase 3 Clinical,C23,Trivivac,83793,200,Trivivac,200,null,Immunogenicity and Reactogenicity of a Trivalent MMR (Trivivac) in Healthy Infants,NCT01763268; Trivivac2012,Queen Sirikit National Institute of Child Health,104131,"SEPTEMBER, 30, 2012",Recruiting
3+,null,Measles virus infection,Havrix; M-M-R II; M-M-R II + Varivax + Havrix + Prevnar; Prevnar; Varivax,Phase 2 Clinical,C2,M-M-R II,3643,1259,Havrix; Prevnar; Priorix; Priorix (lot 2); Priorix (lot 3); Priorix + Varivax + Havrix + Prevnar; Varivax,1220,null,"Immunogenicity of GSK's MMR Vaccine (209762) versus M-M-R II, When Given With Routine Vaccines at 12 to 15 Months of Age",111870; 111870_; 2011-005860-31; 7229; MMR-157 PRI; NCT00861744,GlaxoSmithKline plc,79465,"JUNE     , 30, 2009",Completed
2,null,Measles virus infection,ROR Vax,Phase 2 Clinical,C2,"second-generation MMR vaccine, Berna",41069,467,"second-generation MMR vaccine, Berna",467,null,"A phase II, multicenter, open, randomized study to compare the safety and immunogenicity of MMR vaccine, Berna with MMR vaccine, Merck & Co in children",PMID: 16371870,Crucell Switzerland AG,17279,"DECEMBER , 31, 2005",Completed
5,Anti varicella zoster virus antibodies; Body temperature,Measles virus infection,"MMR vaccine, Merck & Co",Phase 3 Clinical,C3,M-M-R II,3643,5016,Priorix,5016,MMR-160,Consistency Study of GlaxoSmithKline(GSK) Biologicals MMR Vaccine (209762)(Priorix) Comparing Immunogenicity and Safety to Merck and Co Inc's MMR Vaccine (MMR II) in Children 12 to 15 Months of Age,115648; 2011-004891-12; MMR-160; NCT01702428,GlaxoSmithKline plc,94105,"NOVEMBER , 09, 2012",Completed
3,Immunoglobulin G; Serum bactericidal antibody,Measles virus infection,null,Phase 4 Clinical,C4,Prevnar 13,34281,200,Menitorix; Prevnar 13; Priorix,200,P13Boost,Responses to booster vaccinations in UK toddlers,12/LO/1875; 2012-005110-18; HPA Protocol No: 12/05; ISRCTN84763401; P13Boost; UKCRN 13975,Health Protection Agency,132011,"FEBRUARY , 01, 2013",Completed
1,Anti varicella zoster virus antibodies; Anti-Measles antibodies; Anti-Parotitis virus antibodies; Anti-Rubella antibodies; Immunoglobulin G,Measles virus infection,null,Phase 1/Phase 2 Clinical,C12,ProQuad,47279,5,ProQuad,5,null,Safety and Efficacy of ProQuad in Children 6 to 24 Months Being Evaluated for Solid Organ Transplant,NCT02687763; PRO25854,Medical University of South Carolina,254035,"DECEMBER , 31, 2015",Completed
1,Anti-Measles antibodies; Anti-Parotitis virus antibodies; Anti-Rubella antibodies; Hydrocortisone; Immunoglobulin G; Immunoglobulin G/Immunoglobulin M ratio; Interleukin-1 beta; Interleukin-6; Pancreatic alpha-amylase; Tumor necrosis factor,Measles virus infection,null,Phase 4 Clinical,C4,M-M-RvaxPRO,89684,6500,M-M-RvaxPRO,6500,null,MMR at 6 Months Trial,2016-001901-18; LGS.MMR.01.2016.2022; NCT03780179,"Danish National University Hospital, Rigshospitalet, Denmark",364134,"APRIL    , 15, 2019",Recruiting
1,Anti varicella zoster virus antibodies; Body temperature; Glycoproteins,Measles virus infection,null,Phase 3 Clinical,C3,M-M-R II,3643,600,M-M-R II; Varivax,600,null,Evaluation of Immunogenicity and Safety of VARIVAX Passage Extension 34 (PE34) Process in Children,NCT03239873; V210-A03,Merck Sharp & Dohme Corp,307614,"OCTOBER  , 17, 2017",Completed
1,null,Measles virus infection,null,Phase 1 Clinical,C1,MRBEV,95202,24,"measles/rubella vaccine, Biological E",24,null,A phase-I study to evaluate the safety and tolerability of Measles Rubella(MR) vaccine in 4 to 5 years old healthy children in a single-dose schedule,BECT032/MRV-PI/CTP-02; CTRI/2015/11/006375,Biological E Ltd,246741,"NOVEMBER , 25, 2015",Not yet recruiting
1,Anti-Parotitis virus antibodies; B-lymphocytes; Immunoglobulin A; Immunoglobulin G; Memory B-Lymphocytes; Memory T-Lymphocytes; T-Lymphocytes,Measles virus infection,null,Phase 2 Clinical,C2,M-M-RvaxPRO,89684,150,M-M-RvaxPRO,150,BMR-3,Third MMR Vaccine Dose In Young Adults,BMR-3; NL57282.094.16 IIV-291; NTR5911,National Institute for Public Health and the Environment,270107,"SEPTEMBER, 01, 2016",Not yet recruiting
1+,null,Measles virus infection,null,Phase 2 Clinical,C2,Menveo,39031,216,MenACWY-CRM; Pediacel; Prevnar; Priorix; Vaxem HIB,216,null,B Cell Response to a Primary and a Booster Course of the Novartis Meningococcal ACWY Conjugate Vaccine in Healthy Infants,2006-003476-35; NCT00488683; V59P16,Novartis AG,10223,"JULY     , 31, 2007",Completed
2+,Meningococcal rSBA,Measles virus infection,Meningitec; Priorix-Tetra,Phase 3 Clinical,C3,Meningitec,10593,1000,Nimenrix; Nimenrix + Priorix-Tetra; Priorix-Tetra; Priorix-Tetra + Meningitec,1000,null,Safety And Immunogenicity Study of Meningococcal Vaccine GSK-134612 Given With Priorix-Tetra to 12 to 23 Months-Old Children,109670; NCT00474266,GlaxoSmithKline plc,9859,"JUNE     , 05, 2007",Completed
2,CD4,Measles virus infection,null,Phase not specified,NS,Prevnar,4144,300,Pneumovax 23; Prevnar,300,null,Pneumococcal Vaccine and Routine Pediatric Immunizations in HIV-Infected Children Receiving Anti-HIV Drugs,10609; ACTG P1024; NCT00013871; P1024; PACTG 1024,National Institute of Allergy and Infectious Diseases,10810,"MARCH    , 31, 2001",Completed
1,Blood pressure; Body temperature; Heart rate; Respiratory frequency,Measles virus infection,null,Phase 1 Clinical,C1,"MMRV vaccine, Zydus Cadila Healthcare",97994,24,"MMRV vaccine, Zydus Cadila Healthcare",24,null,"To Assess the Safety and Tolerability of Measles, Mumps, Rubella and Varicella Vaccine (Live-Attenuated, Freeze-Dried) in Healthy Adult Male Human Subjects",CTRI/2015/10/006291; MMRVC 1001,Zydus Cadila Healthcare Ltd,243853,"OCTOBER  , 30, 2015",Not yet recruiting
2+,Body temperature,Measles virus infection,HepA; MMRV; Prevnar,Phase 3 Clinical,C3,Prevnar,4144,1378,HepA; Menactra; Menactra; Prevnar; ProQuad,1378,null,Study of the Safety of Menactra Vaccine When Administered With Other Pediatric Vaccines to Healthy Toddlers,MTA48; NCT00483574,Sanofi SA,9965,"MAY      , 31, 2007",Completed
2,CD4,Measles virus infection,null,Phase not specified,NS,Pneumovax 23,7080,300,Pneumovax 23; Prevnar,300,null,Pneumococcal Vaccine and Routine Pediatric Immunizations in HIV-Infected Children Receiving Anti-HIV Drugs,10609; ACTG P1024; NCT00013871; P1024; PACTG 1024,National Institute of Allergy and Infectious Diseases,10810,"MARCH    , 31, 2001",Completed
2,Anti varicella zoster virus antibodies; Anti-Measles antibodies; Anti-Parotitis virus antibodies; Anti-Rubella antibodies; Body temperature; Immunoglobulin G,Measles virus infection,ProQuad,Phase 3 Clinical,C3,M-M-R II,3643,1412,M-M-R II,1412,null,"Safety, Tolerability, and Immunogenicity of Measles, Mumps, Rubella, and Varicella (MMRV) Vaccine Made With an Alternative Manufacturing Process (AMP)",2017-001443-13; NCT01536405; P20930; V221-027,Merck Sharp & Dohme Corp,184151,"JUNE     , 05, 2012",Completed
2,null,Measles virus infection,M-M-R II,Phase 4 Clinical,C4,varicella-zoster vaccine (Varivax/Zostavax),4645,500,Varivax,507,null,Safety Study of a Refrigerator-Stable Formulation of Varivax,2004-002669-19; NCT00432731; V210-061; X04-VAR-402,Merck Sharp & Dohme Corp,11524,"DECEMBER , 31, 2004",Completed
1+,Anti-Measles antibodies; Anti-Parotitis virus antibodies; Anti-Rubella antibodies; Body temperature,Measles virus infection,Havrix; M-M-R II; Prevnar 13; Varivax,Phase 3a Clinical,C3A,Priorix,11457,4538,Havrix; Prevnar 13; Priorix; Varivax,4538,null,Immunogenicity and Safety Study of GlaxoSmithKline (GSK) Biological's Combined Measles-mumps-rubella (MMR) Vaccine in Children in Their Second Year of Life,115649; 15049; 2011-004905-26; MMR-161; NCT01681992; NMRR-13-165-15049,"GlaxoSmithKline Biologicals, GlaxoSmithKline plc",91153,"OCTOBER  , 10, 2012",Completed
3,Immunoglobulin G; Serum bactericidal antibody,Measles virus infection,null,Phase 4 Clinical,C4,Priorix,11457,200,Menitorix; Prevnar 13; Priorix,200,P13Boost,Responses to booster vaccinations in UK toddlers,12/LO/1875; 2012-005110-18; HPA Protocol No: 12/05; ISRCTN84763401; P13Boost; UKCRN 13975,Health Protection Agency,132011,"FEBRUARY , 01, 2013",Completed
1,Immunoglobulin G; Immunoglobulin M,Measles virus infection,null,Phase 4 Clinical,C4,Priorix,11457,14,Priorix,14,BREMEAVAC,Search for the Measles Vaccine Virus Excretion in Breast Milk of Breastfeeding Women After Postpartum Vaccination With MMR,2014-001538-28; BREMEAVAC; NCT02325310; P130930,"Assistance Publique Hopitaux de Paris, Centre Hospitalier Universitaire de Limoges",218981,"FEBRUARY , 04, 2015",Completed
2+,Body temperature,Measles virus infection,HepA; MMRV; Prevnar,Phase 3 Clinical,C3,Menactra,30177,1378,HepA; Menactra; Menactra; Prevnar; ProQuad,1378,null,Study of the Safety of Menactra Vaccine When Administered With Other Pediatric Vaccines to Healthy Toddlers,MTA48; NCT00483574,Sanofi SA,9965,"MAY      , 31, 2007",Completed
3,null,Measles virus infection,"Haemophilus influenzae B (Hib) vaccine, Aventis Pasteur; ROR Vax",Phase 3 Clinical,C3,Menactra,30177,1664,Menactra,1664,null,Immunogenicity and Safety of Pediatric Vaccines When Administered With Menactra in Healthy Toddlers,MTA37; NCT00422292,Sanofi SA,9967,"DECEMBER , 31, 2006",Completed
1+,Anti-Measles antibodies; Anti-Parotitis virus antibodies; Anti-Rubella antibodies; Body temperature,Measles virus infection,Havrix; M-M-R II; Prevnar 13; Varivax,Phase 3a Clinical,C3A,Havrix,6621,4538,Havrix; Prevnar 13; Priorix; Varivax,4538,null,Immunogenicity and Safety Study of GlaxoSmithKline (GSK) Biological's Combined Measles-mumps-rubella (MMR) Vaccine in Children in Their Second Year of Life,115649; 15049; 2011-004905-26; MMR-161; NCT01681992; NMRR-13-165-15049,"GlaxoSmithKline Biologicals, GlaxoSmithKline plc",91153,"OCTOBER  , 10, 2012",Completed
2,Anti varicella zoster virus antibodies; Anti-Measles antibodies; Anti-Parotitis virus antibodies; Anti-Rubella antibodies; Body temperature,Measles virus infection,MMR II; Varivax,Phase 3 Clinical,C3,ProQuad,47279,30,ProQuad,30,null,A study of ProQuad in healthy Korean children,2009_538; NCT00839917; V221-023,Merck & Co Inc,44865,"FEBRUARY , 29, 2008",Terminated
1+,Anti-Clostridium tetani antibodies; Anti-polyribitol phosphate antibodies; Body temperature; Immunoglobulin G,Measles virus infection,null,Phase 2 Clinical,C2,Menitorix,11458,189,Bexsero; Infanrix-DTaP-IPV-Hib; Menitorix; Prevnar 13; Priorix; Rotarix,213,Sched3,Baby Vaccine Study,2015-000817-32; NCT02482636; OVG2015/03; Sched3,"Bill & Melinda Gates Foundation, National Institute for Health Research (NIHR), University of Oxford",233238,"AUGUST   , 31, 2015",No longer recruiting
