Ancestry,DevStatus,DevStatusId,Drug,DrugId,Endpoint,Indication,IndicationId,OriginatorSponsored,Patients,ProtocolTitle,TrialEndDateActual,TrialEndDateCalc,TrialEndDateEstimate,TrialEndDateGiven,TrialId,TrialStartDate,TrialStatus
null,Phase 3 Clinical,C3,azithromycin,2587,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,1875,Accuracy and Consequences of Using Trial-of-antibiotics for TB Diagnosis,null,2021-06-16 12:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,341686,2019-02-25 00:00:00,Recruiting
null,Phase 1 Clinical,C1,"darunavir + cobicistat (fixed dose, HIV infection), Janssen R&D/ Gilead",72148,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,75,Impact of Once-Weekly Rifapentine and Isoniazid on the Steady State Pharmacokinetics of Dolutegravir and Darunavir Boosted With Cobicistat in Healthy Volunteers,null,2018-08-09 12:00:00,2020-12-31 00:00:00,2020-12-31 00:00:00,260814,2016-06-03 00:00:00,Recruiting
null,Phase 2a Clinical,C2A,MTBVAC,89744,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,99,Dose-Defining Safety and Immunogenicity Study of MTBVAC in South African Neonates,null,2021-06-02 12:00:00,2020-12-31 00:00:00,2020-12-31 00:00:00,340636,2019-02-11 00:00:00,Recruiting
null,Phase 2b Clinical,C2B,ESAT-6CFP10,95442,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,192,Phase IIb Clinical Study of Recombinant Mycobacterium Tuberculosis Allergen ESAT-6-CFP-10,2015-07-31 00:00:00,2017-03-21 12:00:00,null,2015-07-31 00:00:00,219931,2014-11-30 00:00:00,Completed
null,Phase 1 Clinical,C1,TBI-223,107010,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,Y,48,"A Phase 1 Study to Evaluate Safety, Tolerability, and PK of TBI-223 in Healthy Adults",null,2021-05-07 12:00:00,2019-10-01 00:00:00,2019-10-01 00:00:00,362067,2019-01-16 00:00:00,Recruiting
African Ancestry,Phase 1 Clinical,C1,pafuramidine,16755,Safety,Mycobacterium tuberculosis infection,221,N,175,"Randomized, double-blind, phase I safety and tolerability study of pafuramidine maleate (DB-289) in healthy subjects",2009-02-28 00:00:00,2009-11-29 00:00:00,2008-09-30 00:00:00,2009-02-28 00:00:00,17432,2007-11-30 00:00:00,Terminated
null,Phase 3 Clinical,C3,bedaquiline,51310,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,500,Evaluating Newly Approved Drugs in Combination Regimens for Multidrug-Resistant TB With Fluoroquinolone Resistance,null,2021-09-29 00:00:00,2022-12-31 00:00:00,2022-12-31 00:00:00,375499,2019-06-30 00:00:00,Not yet recruiting
null,Phase 4 Clinical,C4,zileuton,4718,Efficacy,Mycobacterium tuberculosis infection,221,N,90,Optimization of Clinical Treatment Schemes for Multidrug - Resistant Pulmonary Tuberculosis Based on Host - Mediate,null,2019-02-09 12:00:00,2019-10-20 00:00:00,2019-10-20 00:00:00,276708,2016-10-20 00:00:00,Recruiting
null,Phase 2 Clinical,C2,"clofazimine (oral, tuberculosis), Novartis",91861,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,320,Evaluation of clofazimine as a part of TB treatment in order to shorten the duration of treatment,null,2021-07-21 12:00:00,null,null,373668,2019-04-01 00:00:00,Not yet recruiting
null,Phase 2a Clinical,C2A,GSK-3036656,70581,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,80,"An Early Bactericidal Activity, Safety and Tolerability of GSK-3036656 in Subjects With Drug-sensitive Pulmonary Tuberculosis",null,2021-07-16 12:00:00,2020-09-08 00:00:00,2020-09-08 00:00:00,343050,2019-03-27 00:00:00,Recruiting
null,Phase 2 Clinical,C2,linezolid,11036,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,220,Refining MDR-TB Treatment Regimens for Ultra Short Therapy,null,2021-08-20 12:00:00,2022-12-01 00:00:00,2022-12-01 00:00:00,372676,2019-05-01 00:00:00,Not yet recruiting
null,Phase 2a Clinical,C2A,linezolid,11036,"Safety,Efficacy,Bioequivalence,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,100,"Linezolid, Aspirin and Enhanced Dose Rifampicin in HIV-TBM",null,2021-08-17 00:00:00,2020-12-31 00:00:00,2020-12-31 00:00:00,378146,2019-06-01 00:00:00,Not yet recruiting
null,Phase 3 Clinical,C3,raltegravir,54488,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,460,Raltegravir Versus Efavirenz in Naive HIV-1-infected Patients Receiving Rifampin for Active Tuberculosis,null,2018-02-28 00:00:00,2019-09-30 00:00:00,2019-09-30 00:00:00,214156,2015-09-30 00:00:00,Recruiting
null,Phase 4 Clinical,C4,clarithromycin,2829,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,448,The Individualized M(X) Drug-resistant TB Treatment Strategy Study,null,2019-08-20 12:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,307654,2017-06-14 00:00:00,Recruiting
null,Phase 2 Clinical,C2,CC-11050,59386,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,200,TB Host Directed Therapy,null,2019-03-22 12:00:00,2020-12-31 00:00:00,2020-12-31 00:00:00,279898,2016-11-30 00:00:00,No longer recruiting
null,Phase 1 Clinical,C1,bortezomib,15954,Efficacy,Mycobacterium tuberculosis infection,221,N,null,Evaluating Whole Blood Bactericidal Activity of Bortezomib Against Mycobacterium Tuberculosis in Healthy Volunteers,null,null,null,null,263359,null,Status not specified
null,Phase 2a Clinical,C2A,SQ-109,31010,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,null,Evaluation of SQ-109 Plus PPI in Urea Breath Test-Positive Volunteers,2015-08-31 00:00:00,2014-03-31 00:00:00,null,2015-08-31 00:00:00,72716,2012-03-31 00:00:00,Terminated
null,Phase 2/Phase 3 Clinical,C23,trimethoprim + sulphamethoxazole,44363,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,1354,Daily Isoniazid to Prevent Tuberculosis in Infants Born to Mothers With HIV,2009-05-31 00:00:00,2006-06-20 12:00:00,null,2009-05-31 00:00:00,187839,2004-02-29 00:00:00,Terminated
null,Phase not specified,NS,albendazole,12132,Efficacy,Mycobacterium tuberculosis infection,221,N,140,Deworming Against Tuberculosis,2013-08-31 00:00:00,2011-06-23 00:00:00,null,2013-08-31 00:00:00,48176,2009-03-31 00:00:00,Completed
Asian Ancestry,Phase Not Applicable,PNA,moxifloxacin,12978,"Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,39,The Effect of Ethnic on Moxifloxacin Induced QT Interval Prolongation in Korean and Japanese Healthy Subjects,2013-01-31 00:00:00,2013-06-02 00:00:00,null,2013-01-31 00:00:00,139433,2011-11-30 00:00:00,Completed
null,Phase 3 Clinical,C3,moxifloxacin,12978,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,416,"Thrice-Weekly, 4- Months Moxifloxacin or Gatifloxacin Regimens for Pulmonary TB",null,2006-09-03 12:00:00,null,null,150332,2004-05-14 00:00:00,Terminated
null,Phase 1b Clinical,C1B,VPM-1002,55569,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,24,Dose-Escalation Study on Safety and Immunogenicity of VPM-1-002 in Comparison to BCG in Healthy Volunteers in South Africa,2011-03-31 00:00:00,2012-08-19 12:00:00,null,2011-03-31 00:00:00,65984,2010-04-30 00:00:00,Completed
null,Phase 2 Clinical,C2,moxifloxacin,12978,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,121,Rifapentine Plus Moxifloxacin for Treatment of Pulmonary Tuberculosis,null,2012-03-21 12:00:00,null,null,23035,2009-11-30 00:00:00,Terminated
null,Phase 2b Clinical,C2B,pretomanid,13323,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,240,"A Phase II to Evaluate the Efficacy, Safety and Tolerability of Combinations of Bedaquiline, Moxifloxacin, PA-824 and Pyrazinamide in Adult Subjects With Drug-Sensitive or Multi Drug-Resistant Pulmonary Tuberculosis",2018-02-07 00:00:00,2017-02-11 12:00:00,null,2018-02-07 00:00:00,210646,2014-10-23 00:00:00,Completed
null,Phase 2 Clinical,C2,efavirenz,10172,"Safety,Bioavailability,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,47,Pharmacokinetics of Rifabutin Combined With Antiretroviral Therapy in Patients With TB/HIV Co-Infection in Vietnam,2012-09-30 00:00:00,2012-10-19 12:00:00,null,2012-09-30 00:00:00,11188,2010-06-30 00:00:00,Completed
null,Phase 2 Clinical,C2,lopinavir + ritonavir,14681,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,40,Pharmacokinetics (PK) and Safety of Two Different Doses of Lopinavir/Ritonavir in HIV/Tuberculosis (TB) Co-Infected Patients Receiving Rifampicin Containing Anti-Tuberculosis Therapy,2015-12-31 00:00:00,2013-02-04 12:00:00,null,2015-12-31 00:00:00,67098,2010-11-30 00:00:00,Completed
null,Phase 1 Clinical,C1,sutezolid,11088,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,59,"Safety, Tolerability, Pharmacokinetics And Measurement Of Whole Blood Activity (WBA) Of PNU-100480 After Multiple Oral Doses In Healthy Adult Volunteers",2010-05-31 00:00:00,2012-02-20 12:00:00,null,2010-05-31 00:00:00,60906,2009-10-31 00:00:00,Completed
null,Phase 1 Clinical,C1,AERAS-402,53975,Safety,Mycobacterium tuberculosis infection,221,Y,54,A phase I study to test the safety of AERAS-402 in healthy infants previously vaccinated with the Bacille Calmette-Guerin (BCG) vaccine,null,2011-08-18 12:00:00,null,null,53622,2009-04-28 00:00:00,Status not specified
null,Phase 4 Clinical,C4,efavirenz,10172,Safety,Mycobacterium tuberculosis infection,221,N,156,Appropriate Timing of HAART in Co-infected HIV/TB Patients,2011-05-31 00:00:00,2012-03-31 00:00:00,2013-10-31 00:00:00,2011-05-31 00:00:00,61991,2009-10-31 00:00:00,Terminated
null,Phase 2 Clinical,C2,AERAS-402,53975,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,72,"A phase II, dose escalation study to determine the safety of AERAS-402 in adults who have had active tuberculosis",null,2011-02-06 12:00:00,null,null,59557,2008-10-17 00:00:00,Recruiting
null,Phase 1 Clinical,C1,"BCG vaccine, Organon",13624,Safety,Mycobacterium tuberculosis infection,221,Y,24,Study of AERAS-422 in Healthy Adults,2012-05-31 00:00:00,2013-04-21 12:00:00,null,2012-05-31 00:00:00,76756,2010-12-31 00:00:00,Completed
null,Phase 4 Clinical,C4,"rifampicin + isoniazid + piperine (fixed dose combination, tuberculosis), Cadila Pharmaceuticals",69440,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,144,Clinical Trial for Comparing Safety and Efficacy of Bio-enhanced Rifampicin (Risorine) Capsule in newly diagnosed Pulmonary Tuberculosis in Adult Patients,null,2019-08-07 12:00:00,null,null,295037,2017-04-17 00:00:00,Not yet recruiting
null,Phase 4 Clinical,C4,raltegravir,54488,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,10,Raltegravir + ABC/3TC in HIV/TB Co-Infected Patients,null,2013-01-05 12:00:00,null,null,63729,2010-10-31 00:00:00,Recruiting
null,Phase 2 Clinical,C2,MVA-85A,55317,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,2797,A Study of MVA-85A in Healthy Infants,2012-07-12 00:00:00,2011-11-20 12:00:00,null,2012-07-12 00:00:00,59405,2009-07-31 00:00:00,Completed
null,Phase 3 Clinical,C3,didanosine,2935,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,116,Safety and Efficacy of Two Once Daily Anti Retroviral Treatment Regimens Along With Anti-Tuberculosis Treatment,null,2008-11-28 00:00:00,2011-12-31 00:00:00,2011-12-31 00:00:00,10863,2006-06-30 00:00:00,Suspended
null,Phase 2 Clinical,C2,rifabutin,4229,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,15,Pharmacokinetics of Intermittent Rifabutin and Isoniazid With Daily Efavirenz,2004-02-01 00:00:00,2002-02-04 12:00:00,2004-02-29 00:00:00,2004-02-01 00:00:00,10657,1999-11-30 00:00:00,Completed
null,Phase 2 Clinical,C2,"MTB72F vaccine (tuberculosis), GSK/ IAVI",9490,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,37,Safety and Immunogenicity of a Candidate Tuberculosis (TB) Vaccine in HIV-Positive Adults,2009-05-31 00:00:00,2010-10-20 12:00:00,null,2009-05-31 00:00:00,19230,2008-06-30 00:00:00,Completed
null,Phase 2 Clinical,C2,delamanid,16545,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,20,Safety and Pharmacokinetics (PK) in Multidrug-Resistant (MDR) Refractive Tuberculosis,2011-05-12 00:00:00,2012-06-19 12:00:00,null,2011-05-12 00:00:00,66735,2010-02-28 00:00:00,Completed
null,Phase not specified,NS,linezolid,11036,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,59,"A multicenter, randomized controlled study to evaluate the clinical efficacy and safety of linezolid in patients with extensively drug resistant tuberculosis",null,null,null,null,173992,null,Status not specified
null,Phase 2 Clinical,C2,raltegravir,54488,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,140,EARNEST Rifabutin Pharmacokinetics (PK) Substudy,2014-01-31 00:00:00,2014-10-02 00:00:00,null,2014-01-31 00:00:00,90175,2012-05-03 00:00:00,Completed
null,Phase not specified,NS,lamivudine,3474,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,100,Once-Daily Dose of Nevirapine (400 mg) Versus Twice Daily Dose (200 mg) of Nevirapine in HIV and Tuberculosis Infection,null,2014-11-07 12:00:00,null,null,126486,2012-09-01 00:00:00,Not yet recruiting
null,Phase 1 Clinical,C1,posizolid,26493,"Safety,Bioavailability,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,Y,null,"A phase I, double-blind, placebo-controlled, flexible single day ascending dose (SDAD) study to evaluate safety, tolerability and pharmacokinetics (PK) of iv AZD-5847 in healthy subjects",null,2013-08-11 00:00:00,null,null,82840,2011-09-20 00:00:00,Status not specified
null,Phase 1 Clinical,C1,LL-3858,49162,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,Y,null,A phase I study to evaluate the safety and pharmacokinetics of LL-3858,2007-10-07 00:00:00,2007-07-22 12:00:00,null,2007-10-07 00:00:00,8931,2005-04-01 00:00:00,Completed
null,Phase 3 Clinical,C3,moxifloxacin,12978,Efficacy,Mycobacterium tuberculosis infection,221,N,182,Comparison of the Effect Between Levofloxacin and Moxifloxacin Among MDR-TB Patients,2012-10-31 00:00:00,2012-07-20 12:00:00,2012-02-29 00:00:00,2012-10-31 00:00:00,63801,2010-03-31 00:00:00,Terminated
null,Phase 2 Clinical,C2,ertapenem,12543,"Safety,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,12,PK/PD of Ertapenem in Patients with TB,2017-07-13 00:00:00,2019-05-18 12:00:00,null,2017-07-13 00:00:00,98848,2017-01-26 00:00:00,Completed
null,Phase 3 Clinical,C3,lopinavir + ritonavir,14681,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,30,Rifabutin With Lopinavir/ritonavir in Patients Coinfected With Tuberculosis and HIV in Burkina Faso,null,2016-04-28 00:00:00,2014-11-27 00:00:00,2014-11-27 00:00:00,161441,2013-11-28 00:00:00,Not yet recruiting
null,Phase not specified,NS,efavirenz,10172,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,100,Once-Daily Dose of Nevirapine (400 mg) Versus Twice Daily Dose (200 mg) of Nevirapine in HIV and Tuberculosis Infection,null,2014-11-07 12:00:00,null,null,126486,2012-09-01 00:00:00,Not yet recruiting
null,Phase 1 Clinical,C1,MVA-85A,55317,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,42,Safety Study of ChAdOx1-85A Vaccination With and Without MVA-85A Boost in Healthy Adults,2016-04-30 00:00:00,2015-11-20 12:00:00,null,2016-04-30 00:00:00,120744,2013-07-31 00:00:00,Completed
null,Phase 2 Clinical,C2,bedaquiline,51310,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,105,Evaluation of Early Bactericidal Activity in Pulmonary Tuberculosis With Clofazimine (C)-TMC-207 (J)-PA-824 (Pa)-Pyrazinamide (Z),2013-05-31 00:00:00,2015-02-20 12:00:00,null,2013-05-31 00:00:00,92275,2012-10-31 00:00:00,Completed
null,Phase 4 Clinical,C4,Rotarix,12813,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,28,A Study of the Interaction Between BCG And MenC Immunization,2018-06-27 00:00:00,2016-08-01 00:00:00,null,2018-06-27 00:00:00,162886,2014-06-20 00:00:00,Completed
null,Phase 3 Clinical,C3,lamivudine,3474,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,355,"Efficacy of Thrice Weekly Directly Observed Treatment, Short-course (DOTS) in HIV-associated Tuberculosis",2011-04-30 00:00:00,2008-08-19 12:00:00,null,2011-04-30 00:00:00,161275,2006-04-30 00:00:00,Completed
null,Phase 1 Clinical,C1,nelfinavir,8255,"Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,44,Effectiveness of Anti-HIV Therapy (HAART) in HIV-Infected Patients With Tuberculosis,null,2002-05-02 12:00:00,null,null,10646,2000-02-25 00:00:00,Completed
null,Phase 4 Clinical,C4,efavirenz,10172,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,200,RIFART,2011-04-19 00:00:00,2007-05-21 12:00:00,null,2011-04-19 00:00:00,131240,2005-03-15 00:00:00,Terminated
null,Phase 1 Clinical,C1,pretomanid,13323,"Safety,Bioavailability,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,16,Food Effect Study on the Bioavailability and PK of PA-824 Tablets in Healthy Adult Subjects,2007-03-31 00:00:00,2009-07-20 12:00:00,null,2007-03-31 00:00:00,120522,2007-03-31 00:00:00,Completed
null,Phase 3 Clinical,C3,IMM-201,11115,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,347,A phase III study to evaluate the safety and efficacy of SRL-172 for the prevention of tuberculosis,1997-11-30 00:00:00,2000-03-21 12:00:00,null,1997-11-30 00:00:00,20002,1997-11-30 00:00:00,Completed
null,Phase 1/Phase 2 Clinical,C12,linezolid,11036,"Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,26,Linezolid Pharmacokinetics (PK) in Multi-Drug Resistant (MDR)/Extensively-Drug Resistant (XDR) Tuberculosis (TB),2010-05-31 00:00:00,2011-07-31 00:00:00,null,2010-05-31 00:00:00,48035,2009-04-30 00:00:00,Completed
null,Phase 1 Clinical,C1,lopinavir + ritonavir,14681,"Safety,Bioavailability,Pharmacokinetics",Mycobacterium tuberculosis infection,221,Y,15,A Bioavailability Study of Rifabutin and Lopinavir/Ritonavir in Healthy Adult Subjects,2008-10-01 00:00:00,2010-11-06 12:00:00,null,2008-10-01 00:00:00,25327,2008-08-31 00:00:00,Terminated
null,Phase 2 Clinical,C2,nevirapine,3700,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,42,Efficacy Safety Study Comparing two Doses of NVP After Initiating Rifampin-Containing TB Therapy,2009-12-31 00:00:00,2008-01-06 12:00:00,null,2009-12-31 00:00:00,10946,2005-10-31 00:00:00,Completed
null,Phase 2 Clinical,C2,moxifloxacin,12978,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,207,"Evaluation of 8 Weeks of Treatment With the Combination of Moxifloxacin, PA-824 and Pyrazinamide in Patients With Drug Sensitive and Multi Drug-Resistant Pulmonary Tuberculosis (TB)",2013-07-31 00:00:00,2014-07-21 12:00:00,null,2013-07-31 00:00:00,83489,2012-03-31 00:00:00,Completed
null,Phase 1 Clinical,C1,lamivudine,3474,"Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,44,Effectiveness of Anti-HIV Therapy (HAART) in HIV-Infected Patients With Tuberculosis,null,2002-05-02 12:00:00,null,null,10646,2000-02-25 00:00:00,Completed
null,Phase 1 Clinical,C1,delamanid,16545,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,13,Pharmacokinetic and Safety Trial to Determine the Appropriate Dose for Pediatric Patients With Multidrug Resistant Tuberculosis,2017-12-28 00:00:00,2015-10-04 12:00:00,null,2017-12-28 00:00:00,132087,2013-06-14 00:00:00,Completed
null,Phase 2 Clinical,C2,rifapentine,15102,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,60,"High-Dose Rifapentine Pharmacokinetics, Tolerability and Safety Dosage Rifapentine for Treatment of Tuberculosis",2010-05-31 00:00:00,2011-08-20 12:00:00,null,2010-05-31 00:00:00,63261,2009-04-30 00:00:00,Completed
null,Phase not specified,NS,indinavir,5321,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,18,"A prospective, open-label, pilot study to evaluate the pharmacokinetics (PK)/safety/efficacy of an adjusted dose of indinavir/ritonavir (IDV/r) 600/100 mg plus two nucleoside reverse transcriptase inhibitors (NRTIs) in HIV/TB-coinfected Thais receiving rifampicin-based anti-TB treatment",null,2014-03-24 12:00:00,null,null,100728,2012-01-17 00:00:00,Status not specified
null,Phase 1 Clinical,C1,zidovudine,44316,"Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,44,Effectiveness of Anti-HIV Therapy (HAART) in HIV-Infected Patients With Tuberculosis,null,2002-05-02 12:00:00,null,null,10646,2000-02-25 00:00:00,Completed
null,Phase not specified,NS,levofloxacin,3492,Efficacy,Mycobacterium tuberculosis infection,221,N,30,A open-labeled study to assess the efficacy of levofloxacin in healthy volunteers,null,2014-05-03 12:00:00,null,null,113606,2012-09-30 00:00:00,Status not specified
null,Phase 4 Clinical,C4,lamivudine,3474,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,10,Raltegravir + ABC/3TC in HIV/TB Co-Infected Patients,null,2013-01-05 12:00:00,null,null,63729,2010-10-31 00:00:00,Recruiting
null,Phase 3 Clinical,C3,Wei Ka,81037,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,10000,Phase III Clinical Study of Efficacy and Safety of Vaccae to Prevent Tuberculosis,2017-11-26 00:00:00,2016-02-20 12:00:00,null,2017-11-26 00:00:00,160177,2013-10-31 00:00:00,Completed
null,Phase 4 Clinical,C4,Prevnar 13,34281,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,28,A Study of the Interaction Between BCG And MenC Immunization,2018-06-27 00:00:00,2016-08-01 00:00:00,null,2018-06-27 00:00:00,162886,2014-06-20 00:00:00,Completed
null,Phase 2a Clinical,C2A,doxycycline hyclate,46927,Efficacy,Mycobacterium tuberculosis infection,221,N,200,Concomitant Infections of Mansonella Perstans in Tuberculosis and Buruli Ulcer Disease Patients From Ghana,2017-03-15 00:00:00,2017-01-22 12:00:00,null,2017-03-15 00:00:00,214864,2014-10-31 00:00:00,Completed
null,Phase 3 Clinical,C3,"tenofovir disoproxil fumarate + emtricitabine (fixed dose), Gilead Sciences",49219,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,1107,Early Antiretroviral Treatment and/or Early Isoniazid Prophylaxis Against Tuberculosis in HIV-Infected Adults,2015-01-31 00:00:00,2010-06-06 12:00:00,null,2015-01-31 00:00:00,195741,2008-03-31 00:00:00,Completed
null,Phase 4 Clinical,C4,rifapentine,15102,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,150,Treatment of Latent Tuberculosis in Socially Marginalised Citizens,null,2020-02-16 12:00:00,2026-01-31 00:00:00,2026-01-31 00:00:00,310930,2017-10-27 00:00:00,Recruiting
null,Phase 1 Clinical,C1,AEC/BC02,81363,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,135,A Phase I Study of the Recombinant Mycobacterium Tuberculosis Vaccine Freeze-dried,null,2020-08-05 12:00:00,2019-08-31 00:00:00,2019-08-31 00:00:00,285854,2018-04-16 00:00:00,Recruiting
null,Phase not specified,NS,rifapentine,15102,Efficacy,Mycobacterium tuberculosis infection,221,N,92,"Randomized, Open-label, Comparative Study to Evaluate the Rifapentine in the Treatment of Patients Newly Diagnosed with Pulmonary Tuberculosis Negative and Smear-with Preserved Sensitivity of Mycobacteria",null,2014-01-16 12:00:00,2012-09-06 00:00:00,2012-09-06 00:00:00,168261,2011-09-27 00:00:00,Status not specified
null,Phase 4 Clinical,C4,Perchlozone,87251,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,200,"An international, multicenter, randomized, double-blind, placebo-controlled, parallel-group study of the efficacy and safety of Perchlozone in the treatment of patients with pulmonary tuberculosis with MDR-TB, including HIV",null,2019-06-30 12:00:00,2017-12-31 00:00:00,2017-12-31 00:00:00,291547,2017-03-10 00:00:00,Status not specified
null,Phase 1 Clinical,C1,"ID93 vaccine (GLA-SE adjuvant, TB), IDRI/ Quratis",68617,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,70,"Safety, Tolerability and Immunogenicity of the Vaccine Candidates ID-93 + AP10-602 and ID-93 + GLA-SE Administered Intramuscularly in Healthy Adult Subjects",2017-08-31 00:00:00,2018-02-10 12:00:00,null,2017-08-31 00:00:00,235751,2015-10-22 00:00:00,Completed
null,Phase 2 Clinical,C2,rifapentine,15102,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,153,Study of Daily Rifapentine for Pulmonary Tuberculosis,2014-09-30 00:00:00,2012-08-19 12:00:00,null,2014-09-30 00:00:00,39550,2010-04-30 00:00:00,Completed
null,Phase 1 Clinical,C1,levofloxacin,3492,"Bioequivalence,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,14,"Study to assess the bioequivalence of two oral formulations of levofloxacin tablets: FLEVOX (SERRAL, SA de CV), versus TAVANIC (Sanofi-Aventis of Mexico, SA de CV), after administration of a single dose- 500 mg to healthy adult subjects of both genders, in the fasting state",null,null,null,null,227604,null,No longer recruiting
null,Phase 2 Clinical,C2,moxifloxacin,12978,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,262,NexGen EBA Radiological and Immunological Biomarkers of Sterilizing Drug Activity in Tuberculosis,2017-11-14 00:00:00,2017-06-16 12:00:00,null,2017-11-14 00:00:00,222933,2015-02-25 00:00:00,Completed
null,Phase 3 Clinical,C3,moxifloxacin,12978,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,60,Pharmacokinetic and Pharmacodynamic Study of High-Dose Rifapentine and Moxifloxacin for Treatment of Tuberculosis,null,2018-09-19 12:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,242269,2016-05-30 00:00:00,Recruiting
null,Phase 3 Clinical,C3,levofloxacin,3492,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,1556,Tuberculosis child multidrug-resistant preventive therapy,null,2018-04-22 12:00:00,2019-12-31 00:00:00,2019-12-31 00:00:00,259562,2016-01-01 00:00:00,No longer recruiting
null,Phase 2 Clinical,C2,moxifloxacin,12978,Pharmacokinetics,Mycobacterium tuberculosis infection,221,N,null,"A prospective, single-centre pharmacokinetic study to develop population pharmacokinetic models for second-line drugs in patients with multi-drug-resistant tuberculosis, evaluate the recommended dosage regimens and, if necessary, suggest new dosage regimens",null,null,null,null,304264,null,Status not specified
