ArmCount,Biomarkers,Condition,Controls,DevStatus,DevStatusId,Drug,DrugId,EnrollmentCount,Interventions,Patients,ProtocolAcronym,ProtocolTitle,Reference,Sponsor,TrialId,TrialStartDate,TrialStatus
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,MVA-85A,55317,14,MVA-85A,14,null,A Phase I Study of the Safety and Immunogenicity of a Recombinant MVA-85A Vaccine in Healthy Volunteers,NCT00423566; TB002,University of Oxford,9320,"SEPTEMBER, 30, 2002",Completed
4+,Leukotriene A-4 hydrolase,Mycobacterium tuberculosis infection,Standard of care anti-tubercular therapy; Standard of care anti-tubercular therapy; dexamethasone; isoniazid; rifampicin; rifampicin + isoniazid + ethambutol + pyrazinamide,Phase 2a Clinical,C2A,linezolid,11036,100,Intensified anti-tubercular therapy; aspirin; dexamethasone; linezolid; rifampicin,100,LASER-TBM,"Linezolid, Aspirin and Enhanced Dose Rifampicin in HIV-TBM",LASER-TBM; LASER-TBM; NCT03927313,University of Cape Town,378146,"JUNE     , 01, 2019",Not yet recruiting
2,Blood pressure; Body temperature; Heart rate; Interferon-alpha; Respiratory frequency,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,ESAT-6CFP10,95442,1090,ESAT-6CFP10; tuberculin purified protein derivative (TB-PPD),1090,null,Clinical Study of Recombinant Mycobacterium Tuberculosis ESAT-6CFP10 Allergen,ChiCTR-DID-16007837; LTAO-EC III-PATIENT; NCT02623556,Anhui Zhifei Longcom Biopharmaceutical Co Ltd,247763,"DECEMBER , 31, 2015",Completed
1+,Human immunodeficiency virus RNA; T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,efavirenz; lamivudine; tenofovir disoproxil fumarate,Phase 3 Clinical,C3,raltegravir,54488,460,lamivudine; raltegravir; rifampin; tenofovir disoproxil fumarate,460,REFLATE TB2,Raltegravir Versus Efavirenz in Naive HIV-1-infected Patients Receiving Rifampin for Active Tuberculosis,ANRS 12300 REFLATE TB2; NCT02273765; REFLATE TB2,INSERM,214156,"SEPTEMBER, 30, 2015",Recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,simvastatin,44313,321,simvastatin,321,null,"Simvastatin and sputum conversion in pulmonary tuberculosis: a double-blinded, randomized, controlled trial",TCTR20180219002,Khonkaen Hospital,330023,"APRIL    , 01, 2018",Not yet recruiting
1+,Human immunodeficiency virus RNA,Mycobacterium tuberculosis infection,null,Phase 1/Phase 2 Clinical,C12,emtricitabine,4728,60,dolutegravir; emtricitabine; isoniazid; rifapentine; tenofovir disoproxil fumarate,60,IMPAACT4TB,"Safety, Tolerability DDI Short Course Treatment of LTBI Infection With High-dose Rifapentine Isoniazid in HIV+ Patients",3HP DTG AUR1-6-212 IMPAACT4TB; IMPAACT4TB; NCT03435146,Aurum Institute,329251,"JANUARY  , 18, 2018",Recruiting
3+,Alanine transaminase; Blood platelets; Body temperature; CD40 ligand; Creatinine; Cytotoxic T-Lymphocytes; Hemoglobin; Interferon gamma; Interleukin-2; Leukocyte count; T-Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain; Tumor necrosis factor,Mycobacterium tuberculosis infection,Menjugate; Polio Sabin; Prevnar; Tritanrix HB,Phase 2 Clinical,C2,"MTB72F vaccine (tuberculosis), GSK/ IAVI",9490,302,GSK-692342; GSK-692342a; Polio Sabin; Prevnar; Tritanrix HB,302,null,Safety and Immunogenicity Study of a Candidate Tuberculosis Vaccine in Healthy Infants,112899; 2012-004380-44; NCT01098474; TUBERCULOSIS-013 PRI,GlaxoSmithKline plc,65639,"JULY     , 31, 2010",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,rifabutin,4229,400,efavirenz; ethambutol; isoniazid; lamivudine; pyrazinamide; rifabutin; rifampicin; stavudine; zidovudine,400,null,Acquired Immunodeficiency Syndrome (AIDS) and Tuberculosis (TB) Co-Infection Treatment Strategies Study of China,2008ZX10001-008; NCT01344148,Shanghai Public Health Clinical Center,76946,"FEBRUARY , 28, 2009",Recruiting
1+,Arylacetamide deacetylase; Nuclear receptor subfamily 1 group I member 2; Nuclear receptor subfamily 1 group I member 3; Solute carrier organic anion transporter family member 1B1,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,moxifloxacin,12978,1250,ethambutol; isoniazid; moxifloxacin; pyrazinamide; rifampicin; rifapentine,827,RIFAQUIN,"An International, Multicenter, Controlled Clinical Trial to Evaluate High-Dose Rifapentine and a Quinolone in the Treatment of Pulmonary Tuberculosis",10.1186/ISRCTN44153044; ISRCTN44153044; RIFAQUIN,St Georges University of London,153990,"AUGUST   , 15, 2008",Completed
1+,Human immunodeficiency virus DNA; Human immunodeficiency virus RNA; T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,efavirenz; lamivudine; tenofovir disoproxil fumarate,Phase 2 Clinical,C2,lamivudine,3474,155,lamivudine; raltegravir; tenofovir disoproxil fumarate,155,REFLATE TB,Efficacy and Safety of Two Raltegravir Doses in Naive HIV-1-Infected Patients Receiving Rifampin for Active Tuberculosis,2008-004970-41; ANRS 12 180; ANRS 12180 REFLATE TB; NCT00822315; REFLATE TB,French National Agency for Research on AIDS and Viral Hepatitis,40948,"JULY     , 31, 2009",Completed
1,CD4; Human immunodeficiency virus ribonucleic acid,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,MVA-85A,55317,20,MVA85A,20,null,"The Safety and Immunogenicity of a TB Vaccine; MVA85A, in Healthy Volunteers Who Are Infected With HIV",NCT00395720; TB010,University of Oxford,10868,"NOVEMBER , 30, 2006",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,efavirenz,10172,47,efavirenz; lopinavir + ritonavir; nevirapine; rifabutin,47,null,Pharmacokinetics of Rifabutin Combined With Antiretroviral Therapy in Patients With TB/HIV Co-Infection in Vietnam,ANRS12150b; NCT00651066,French National Agency for Research on AIDS and Viral Hepatitis,11188,"JUNE     , 30, 2010",Completed
3+,Alanine transaminase; Blood platelets; Body temperature; CD40 ligand; Creatinine; Cytotoxic T-Lymphocytes; Hemoglobin; Interferon gamma; Interleukin-2; Leukocyte count; T-Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain; Tumor necrosis factor,Mycobacterium tuberculosis infection,Menjugate; Polio Sabin; Prevnar; Tritanrix HB,Phase 2 Clinical,C2,Prevnar,4144,302,GSK-692342; GSK-692342a; Polio Sabin; Prevnar; Tritanrix HB,302,null,Safety and Immunogenicity Study of a Candidate Tuberculosis Vaccine in Healthy Infants,112899; 2012-004380-44; NCT01098474; TUBERCULOSIS-013 PRI,GlaxoSmithKline plc,65639,"JULY     , 31, 2010",Completed
1,CD4; Human immunodeficiency virus RNA; T-Helper Lymphocytes,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,lopinavir + ritonavir,14681,40,lopinavir + ritonavir; rifampicin,40,null,Pharmacokinetics (PK) and Safety of Two Different Doses of Lopinavir/Ritonavir in HIV/Tuberculosis (TB) Co-Infected Patients Receiving Rifampicin Containing Anti-Tuberculosis Therapy,HIV-NAT 104; NCT01138202,The HIV Netherlands Australia Thailand Research Collaboration,67098,"NOVEMBER , 30, 2010",Completed
1+,CD4; albumin,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,efavirenz,10172,156,efavirenz; lamivudine; lamivudine + efavirenz + tenofovir disoproxil fumarate; tenofovir disoproxil fumarate,156,TIME,Appropriate Timing of HAART in Co-infected HIV/TB Patients,0435.3/1551; NCT01014481; TIME,Bamrasnaradura Infectious Diseases Institute,61991,"OCTOBER  , 31, 2009",Terminated
4,T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,tenofovir disoproxil fumarate,14493,809,efavirenz; emtricitabine; tenofovir disoproxil fumarate; tenofovir disoproxil fumarate + emtricitabine,780,STRIDE,Immediate Versus Deferred Start of Anti-HIV Therapy in HIV Infected Adults Being Treated for Tuberculosis,1U01AI068636; ACTG A5221; ACTG A5221; NCT00108862; STRIDE,AIDS Clinical Trials Group,10681,"AUGUST   , 31, 2006",Completed
2,Cytokine,Mycobacterium tuberculosis infection,TiceBCG,Phase 1 Clinical,C1,"BCG vaccine, Organon",13624,24,AERAS-422,24,AERAS 422,Study of AERAS-422 in Healthy Adults,AERAS 422; C-007-422; NCT01340820,Aeras Global TB Vaccine Foundation,76756,"DECEMBER , 31, 2010",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,rifabutin,4229,140,Aluvia; raltegravir; rifabutin,140,null,EARNEST Rifabutin Pharmacokinetics (PK) Substudy,ISRCTN13074752; NCT01663168,"Joint Clinical Research Centre, Medical Research Council",90175,"MAY      , 03, 2012",Completed
1,CD40 ligand; Cytotoxic T-Lymphocytes; IFN-gamma; Interleukin-13; Interleukin-17A; Interleukin-2; Mononuclear leukocytes; T-Helper Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain; Tumor necrosis factor,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,"MTB72F vaccine (tuberculosis), GSK/ IAVI",9490,20,GSK-692342,20,null,Study in Healthy Adults to Evaluate Gene Activation After Vaccination With GlaxoSmithKline (GSK) Biologicals Candidate Tuberculosis (TB) Vaccine GSK-692342,116777; 2012-002541-37; NCT01669096,GlaxoSmithKline plc,90314,"AUGUST   , 21, 2012",Completed
2,null,Mycobacterium tuberculosis infection,Rifafour,Phase 2 Clinical,C2,bedaquiline,51310,68,bedaquiline,68,null,Evaluation of Early Bactericidal Activity in Pulmonary Tuberculosis,NCT01215110; TMC207-CL001,TB Alliance,71046,"APRIL    , 30, 2010",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,rifabutin,4229,47,efavirenz; lopinavir + ritonavir; nevirapine; rifabutin,47,null,Pharmacokinetics of Rifabutin Combined With Antiretroviral Therapy in Patients With TB/HIV Co-Infection in Vietnam,ANRS12150b; NCT00651066,French National Agency for Research on AIDS and Viral Hepatitis,11188,"JUNE     , 30, 2010",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,moxifloxacin,12978,24,moxifloxacin,24,null,"Bioavailability, Food Effect and Safety, Tolerability of a New Oral Suspension in Comparison to the Marketed Moxifloxacin Tablet in Healthy Adults",14413; 2009-017070-21; NCT01073891,Bayer AG,198748,"MAY      , 31, 2010",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,lopinavir + ritonavir,14681,52,PA-824; efavirenz; lopinavir + ritonavir; rifampin,52,null,"Evaluating the Safety and Drug Interaction of PA-824, an Investigational Tuberculosis Medication, Together With Efavirenz, Ritonavir-Boosted Lopinavir or Rifampin",11829; A5306; ACTG5306; NCT01571414,National Institute of Allergy and Infectious Diseases,86312,"MAY      , 31, 2012",Completed
1,Body temperature; Diastolic blood pressure; Heart rate; Peripheral mononuclear cells; Respiratory frequency; Systolic blood pressure; T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,RUTI,57308,95,RUTI,90,RUTISAPH2,"Clinical Trial to Investigate the Safety, Tolerability, and Immunogenicity of the Novel Antituberculous Vaccine RUTI Following 1 Month of Isoniazid Treatment in Subjects With Latent Tuberculosis Infection",NCT01136161; RUTISAPH2; RUTISAPH2,Archivel Farma SL,67014,"JUNE     , 30, 2010",Completed
1+,Cytochrome (CYP) enzyme,Mycobacterium tuberculosis infection,null,Phase not specified,NS,midazolam hydrochloride,44303,13,caffeine; dextromethorphan; losartan; midazolam; omeprazole; rifampicin,13,null,The Influence of Rifampicin Discontinuation on Rifampicin-Induced Cytochrome P450 Enzyme Activity,JPRN-UMIN000004083,Hamamatsu University School of Medicine,122291,"JULY     , 01, 2010",Completed
1+,Cytochrome (CYP) enzyme,Mycobacterium tuberculosis infection,null,Phase not specified,NS,omeprazole,44305,13,caffeine; dextromethorphan; losartan; midazolam; omeprazole; rifampicin,13,null,The Influence of Rifampicin Discontinuation on Rifampicin-Induced Cytochrome P450 Enzyme Activity,JPRN-UMIN000004083,Hamamatsu University School of Medicine,122291,"JULY     , 01, 2010",Completed
2+,Alanine transaminase; Bilirubin; C-reactive protein; Glucose; Hemoglobin; Leukocyte count; Serum potassium; Serum sodium; White blood cell,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,lamivudine,3474,240,prednisone,240,Pred-ART,"Preventing TB-IRIS in High-risk Patients: a Randomized, Placebo-controlled Trial of Prednisone",CIDRI_001; DOH-27-0813-4336; NCT01924286; PACTR201304000511413; Pred-ART; SP.2011.41304.074,University of Cape Town,150793,"AUGUST   , 30, 2013",Completed
2+,null,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 2 Clinical,C2,linezolid,11036,113,linezolid,113,null,A Phase II Trial to Evaluate the Efficacy and Safety of Linezolid in Tuberculosis Patients,LIN-CL001; NCT02279875,TB Alliance,215072,"NOVEMBER , 30, 2014",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,SSI H56-IC31,74849,25,SSI H56-IC31,25,null,Safety and Immunogenicity Study of AERAS-456 Vaccine for Tuberculosis,C-032-456; NCT01967134,Aeras Global TB Vaccine Foundation,158535,"NOVEMBER , 30, 2011",Completed
3+,null,Mycobacterium tuberculosis infection,ethambutol hydrochloride; isoniazid; linezolid; pyrazinamide; rifampicin,Phase 2 Clinical,C2,linezolid,11036,64,LCB01-0371,64,null,"A Phase II Clinical Study of LCB01-0371 to Evaluate the EBA, Safety and PK",2016-0642; KCT0003975; LCB01-0371-15-2-01; NCT02836483,LegoChem Bioscience Inc,265899,"DECEMBER , 10, 2016",Recruiting
4+,CD4,Mycobacterium tuberculosis infection,null,Phase not specified,NS,efavirenz,10172,100,efavirenz; lamivudine; nevirapine; nevirapine,100,null,Once-Daily Dose of Nevirapine (400 mg) Versus Twice Daily Dose (200 mg) of Nevirapine in HIV and Tuberculosis Infection,CTRI/2012/08/002923,National AIDS Control Organization,126486,"SEPTEMBER, 01, 2012",Not yet recruiting
2+,null,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,linezolid,11036,109,bedaquiline; bedaquiline; linezolid; pretomanid,109,null,A Phase III Study Assessing the Safety and Efficacy of Bedaquiline Plus PA-824 Plus Linezolid in Subjects With Drug-Resistant Pulmonary Tuberculosis,NCT02333799; NIX-TB-(B-L-PA),TB Alliance,219499,"MARCH    , 31, 2015",No longer recruiting
2+,null,Mycobacterium tuberculosis infection,Rifafour,Phase 2 Clinical,C2,moxifloxacin,12978,85,PA-824; Rifafour; TMC-207; moxifloxacin; pyrazinamide,65,null,Evaluation of Early Bactericidal Activity in Pulmonary Tuberculosis With,NC-001; NC-001-(J-M-Pa-Z); NCT01215851,TB Alliance,71107,"OCTOBER  , 31, 2010",Completed
2+,null,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,lamivudine,3474,150,efavirenz; ethambutol; isoniazid; lamivudine; nevirapine; pyrazinamide; rifampicin; zidovudine,355,null,"Efficacy of Thrice Weekly Directly Observed Treatment, Short-course (DOTS) in HIV-associated Tuberculosis",NCT00698334; SKS/NACO/2006,All India Institute of Medical Sciences,161275,"APRIL    , 30, 2006",Completed
2,C24; MDR1; N-acetyltransferase; P-glycoprotein,Mycobacterium tuberculosis infection,isoniazid,Phase 2 Clinical,C2,rifapentine,15102,230,isoniazid; rifapentine,230,TBTC-26 PK,Rifapentine Pharmacokinetics in Children During Treatment of Latent TB Infection,CDC-NCHSTP-4679; NCT00164450; TBTC-26 PK,Centers for Disease Control and Prevention,10687,"SEPTEMBER, 30, 2005",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 2/Phase 3 Clinical,C23,rifabutin,4229,150,isoniazid; rifabutin,102,TBTC-23A,Pharmacokinetics of Intermittent Isoniazid and Rifabutin in HIV-TB,23A; CDC-NCHSTP-2173; NCT00023348; TBTC-23A,Centers for Disease Control and Prevention,10652,"JULY     , 31, 1999",Completed
1+,CD4+,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,nevirapine,3700,180,didanosine; efavirenz; efavirenz +  didanosine + lamivudine; ethambutol; ethambutol + isoniazid + rifampicin + pyrazinamide; isoniazid; isoniazid + rifampicin; lamivudine; nevirapine; nevirapine + didanosine + lamivudine; pyrazinamide; rifampicin,116,null,Safety and Efficacy of Two Once Daily Anti Retroviral Treatment Regimens Along With Anti-Tuberculosis Treatment,NCT00332306; trc23,Tuberculosis Research Centre,10863,"JUNE     , 30, 2006",Suspended
4,CD4,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,nevirapine,3700,142,efavirenz; nevirapine,145,N2R,Efavirenz-Based Versus Nevirapine-Based Antiretroviral Therapy Among HIV-Infected Patients Receiving Rifampin,210041000824904203; N2R; NCT00483054,Bamrasnaradura Infectious Diseases Institute,10947,"JANUARY  , 31, 2007",Completed
2+,null,Mycobacterium tuberculosis infection,isoniazid,Phase 3 Clinical,C3,rifapentine,15102,8053,isoniazid; rifapentine; rifapentine+isoniazid,7731,PREVENT TB,A 3 Months of Weekly Rifapentine and Isoniazid for M Tuberculosis Infection,CDC TBTC Study 26; CDC-NCHSTP-3041; NCT00023452; PREVENT TB; TBTC Study 26; TBTC Study 26/ACTG 5259,Centers for Disease Control and Prevention,10659,"JUNE     , 30, 2001",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,moxifloxacin,12978,36,moxifloxacin,36,null,Moxifloxacin_QT Study in Chinese Healthy Volunteer,DCTC_2012001; NCT01653990,Peking University Third Hospital,89715,"JULY     , 31, 2012",Recruiting
2,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,delamanid,16545,37,delamanid; optimized background regimen therapy,13,null,Pharmacokinetic and Safety Trial to Determine the Appropriate Dose for Pediatric Patients With Multidrug Resistant Tuberculosis,2012-004473-25; 242-12-232; CTR# 2012-CT0060; NCT01856634; PHRR160526-001027,Otsuka Pharmaceutical Development and Commercialization Inc,132087,"JUNE     , 14, 2013",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,gatifloxacin,7017,217,gatifloxacin; isoniazid; moxifloxacin; ofloxacin; pyrazinamide; rifampicin,217,null,"A Comparative Study of the Bactericidal and Sterilising Activity of Three Fluoroquinolones: Gatifloxacin, Moxifloxacin and Ofloxacin Substituted for Ethambutol in the Two Month Initial Phase of the Standard Anti-Tuberculosis Treatment Regimen Also Containing Rifampicin, Isoniazid and Pyrazinamide (South Africa)",ISRCTN13670619; RPC078,United Nations International Children's Fund,152200,"NOVEMBER , 25, 2004",Completed
3,null,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,bedaquiline,51310,75,bedaquiline; isoniazid; rifampin,75,null,Early Bactericidal Activity and Pharmacokinetics of the Diarylquinoline TMC-207 in Treatment of Pulmonary Tuberculosis,PMID:18505852,Johnson & Johnson,150059,null,Completed
2,Interferon gamma,Mycobacterium tuberculosis infection,MVA-85A,Phase 1 Clinical,C1,MVA-85A,55317,30,IMX-461,30,null,Phase I Trial Evaluating Safety and Immunogenicity of MVA-85A-IMX3-13 Compared to MVA-85A in BCG Vaccinated Adults,NCT01879163; TB028; UKCRN 15787,University of Oxford,142322,"JULY     , 31, 2013",Completed
2+,Alanine transaminase; Bilirubin; C-reactive protein; Glucose; Hemoglobin; Leukocyte count; Serum potassium; Serum sodium; White blood cell,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,tenofovir disoproxil fumarate,14493,240,prednisone,240,Pred-ART,"Preventing TB-IRIS in High-risk Patients: a Randomized, Placebo-controlled Trial of Prednisone",CIDRI_001; DOH-27-0813-4336; NCT01924286; PACTR201304000511413; Pred-ART; SP.2011.41304.074,University of Cape Town,150793,"AUGUST   , 30, 2013",Completed
1+,CD4 + cell,Mycobacterium tuberculosis infection,null,Phase not specified,NS,"tenofovir disoproxil fumarate + emtricitabine (fixed dose), Gilead Sciences",49219,63,"efavirenz; isoniazid; tenofovir disoproxil fumarate + emtricitabine (fixed dose), Gilead Sciences",63,null,Simultaneous Versus Sequential Antiretroviral Therapy (ARV) Therapy and Mycobacterium Tuberculosis (MTB) Treatment,C43-06; NCT00737724,Instituto Nacional de Enfermedades Respiratorias,169697,"MARCH    , 31, 2008",Terminated
2,T-Lymphocytes,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,ChAdOx1-85A,84564,42,ChAdOx1-85A; ChAdOx1-85A; MVA-85A,42,null,Safety Study of ChAdOx1-85A Vaccination With and Without MVA-85A Boost in Healthy Adults,NCT01829490; TB034; UKCRN 14241,University of Oxford,120744,"JULY     , 31, 2013",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,moxifloxacin,12978,1650,moxifloxacin,1650,null,A Clinical Trial to Study the Effectiveness and Safety of 3- and 4-Month Regimens as Compared to the Standard 6-Month Regimen for the Treatment of Infectious Pulmonary Tuberculosis Patients,CTRI/2008/091/000024,Indian Council of Medical Research,121916,"MAY      , 30, 2007",Recruiting
2,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,MTBVAC,89744,36,BCG; MTBVAC,36,MTBVAC,Dose-Escalation Study to Evaluate the Safety and Immunogenicity of MTBVAC Vaccine in Comparison With BCG Vaccine,MTBVAC; MTBVAC-01; NCT02013245,Biofabri SL,164024,"JANUARY  , 31, 2013",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,picroliv,9354,260,picroliv,260,null,Evaluation of Hepatoprotective Effect of Picroliv in Patients Receiving Multi Drug Therapy of Tuberculosis,CTRI/2012/08/002850; KGMC-CDRI,Central Drug Research Institute,127798,"MARCH    , 01, 2005",Completed
1+,Alanine transaminase; Albumin; Alkaline phosphatase; Aspartate aminotransferase; Basophils; Bilirubin; Blood platelets; Carbon dioxide; Chlorine; Creatine kinase; Creatinine; Eosinophils; Erythrocytes; Estimated glomerular filtration rate; Glucose; Hematocrit; Hemoglobin; High-density lipoprotein cholesterol; High-density lipoprotein cholesterol; Human immunodeficiency virus RNA; Lactate dehydrogenase; Leukocyte count; Lipase; Lipids; Lymphocytes; Mean corpuscular volume; Monocytes; Neutrophils; Ox-LDL/ LDL-C ratio; Ox-LDL/ LDL-C ratio; Phosphate; Potassium; Sodium; T-Helper Lymphocytes; T-cell surface glycoprotein CD4; Total cholesterol; Total cholesterol; Triglycerides; Triglycerides; Urea,Mycobacterium tuberculosis infection,efavirenz; ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 3b Clinical,C3B,efavirenz,10172,113,Group 1; Group 2; dolutegravir; ethambutol; isoniazid; pyrazinamide; rifampicin,113,INSPIRING,Open-Label Study of Dolutegravir (DTG) or Efavirenz (EFV) for Human Immunodeficiency Virus (HIV)-Tuberculosis (TB) Co-infection,117175; ING117175; INSPIRING; NCT02178592,ViiV Healthcare Ltd,201302,"JANUARY  , 23, 2015",No longer recruiting
3,C-C motif chemokine 2; C-C motif chemokine 3; C-C motif chemokine 4; C-X-C motif chemokine 9; Cytokines; Interferon gamma; Interleukin 1 beta; Interleukin-10; Interleukin-6; Interleukin-8; Macrophage migration inhibitory factor; Tumor necrosis factor,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,Recombivax HB,6748,185,BCG Vaccine; BCG Vaccine; Recombivax HB; Recombivax HB,185,ELVIS,A Trial Investigating the Influence of BCG and Hepatitis B Immunization at Birth on Neonatal Immune Responses: The Early Life Vaccines and Immunity Study,ELVIS; NCT02444611; VAC/01 ELVIS,Murdoch Childrens Research Institute,229498,"MARCH    , 31, 2015",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,rifapentine,15102,1002,isoniazid; rifapentine,1002,iAdhere,Adherence to Latent Tuberculosis Infection Treatment 3HP SAT Versus 3HP DOT,2012-002094-58; CDC-NCHHSTP 6222; NCT01582711; Study 33; TBTC STUDY 33; UITB-TBTC-Estudio33; iAdhere,"Centers for Disease Control and Prevention, Tuberculosis Investigation Unit of Barcelona",177457,"SEPTEMBER, 30, 2012",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,Perchlozone,87251,40,Perchlozone,40,null,"An open, phase I study to study the pharmacokinetics, safety and tolerability of Perhlozone (400 mg capsules) in healthy volunteers after a single dose",PERHL-11-2011,Pharmasyntez,167779,"MARCH    , 20, 2012",Status not specified
1,Immunoglobulin G; Interferon gamma; Interleukin-2; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain; Tumor necrosis factor,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,GamTBvac,107803,180,GamTBvac,180,null,Phase II Clinical Trial of Safety and Immunogenicity of Recombinant Subunit Tuberculosis Vaccine GamTBvac,01-GAMTBVAC-2018; NCT03878004,"Gamalei Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation Collaborator",373676,"DECEMBER , 01, 2018",Recruiting
1+,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,"artesunate + amodiaquine combination tablet (malaria), DNDi/sanofi-aventis",53041,36,artesunate; artesunate + amodiaquine; desethylamodiaquine; dihydroartemisinin; dihydroartemisinin + piperaquine; piperaquine,36,ARTEM-TB STUDY,Evaluating Pharmacokinetic Interactions Between Artemisinin-Based Therapies and Rifampacin-Based Tuberculosis Treatment in African Patients,ARTEM-TB STUDY; HS1294; PACTR201302000483287,Infectious Diseases Institute of Makerer University,142485,"JANUARY  , 31, 2013",Not yet recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 1a Clinical,C1A,"small molecule therapeutic, Beijing Union Pharmaceutical Factory/Institute of Materia Medica",101474,58,pyrifazimine,58,null,The phase Ia clinical trial of pyrifazimine,BUSPF-1801; CTR20181736; ChiCTR1800018780,"Beijing Union Pharmaceutical Factory, Xiyuan Hospital China Academy Of Chinese Medical Sciences",356451,"OCTOBER  , 01, 2018",Not yet recruiting
1+,null,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 3 Clinical,C3,moxifloxacin,12978,284,moxifloxacin; pretomanid; pyrazinamide,284,STAND,Shortening Treatment by Advancing Novel Drugs,2014-CT0249; NC-006-(M-PA-Z); NC-006-(M-Pa-Z); NC-006-(M-Pa-Z) 21522; NCT02342886; NMRR-14-702-21522; PHRR150114-000899; STAND,TB Alliance,221844,"FEBRUARY , 28, 2015",Completed
5+,null,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 2 Clinical,C2,cefadroxil,46931,45,Augmentin; cefadroxil; cefadroxil; ethambutol; faropenem; faropenem; isoniazid; pyrazinamide; rifampicin,45,null,Trial of Faropenem and Cefadroxil (in Combination With Amoxicillin/Clavulanic Acid and Standard TB Drugs) in Patients With Pulmonary Tuberculosis: Measurement of Early Bactericidal Activity and Effects on Novel Biomarkers,2015-CT0284; FAROPENEM_TB; NCT02381470; PHRR160323-001194,"National University Hospital (Singapore) Pte Ltd, Syneos Health Inc",224111,"DECEMBER , 31, 2018",Not yet recruiting
1+,null,Mycobacterium tuberculosis infection,bedaquiline; delamanid; moxifloxacin,Phase 2b Clinical,C2B,sutezolid,11088,75,bedaquiline; delamanid; midazolam; moxifloxacin; sutezolid,75,SUDOCU,PanACEA Sutezolid Dose-finding and Combination Evaluation,NCT03959566; PANACEA-SUDOCU-01; SUDOCU,Ludwig-Maximilians University of Munich,381674,"AUGUST   , 31, 2019",Not yet recruiting
